,dialog
1500," Well, that's what I hear, Ron."
1501,"I look forward to... meeting you, and, uh..."
1502, we'll be talking real soon.
1503, God bless White America.
1504, RINGING  LAUGHS Come back.
1505," Oh, my God."
1506, Who are you giving the finger?
1507, Hello?
1508, It's Felix.
1509,FELIX: Catch you at a bad time?
1510,"RON: No, not at all. I'm just finishing a meal."
1511,MAKES CHEWING AND SLURPING SOUNDS Meeting... my house now.
1512,"Ron, get your ass in gear."
1513,And don't tell mealymouth Walter.
1514,Welcome to the promised land.
1515,"WHISTLES In about a week's time,  we'll be welcoming Mr. David Duke to our city."
1516," Oh, oh, yeah."
1517,Mmhmm.
1518, Who's packing tonight?
1519, OTHERS MURMURING  I'm packing.
1520, LAUGHTER MAN: Amen.
1521,"Where's your piece, Ron?"
1522,"Well, you know, I don't carry it on me all the time."
1523,"IVANHOE LAUGHING ""Don't carry"". No, that..."
1524,I got you covered.
1525,Won't happen again.
1526,We're gonna need your good shot come next Sunday.
1527, Why? What's next Sunday?
1528, The war is gonna come to us.
1529," Well, fuck yeah."
1530, Looks like we got ourselves another soldier.
1531,"FELIX: Just make sure that when you're at the steakhouse,  you got your new friend with you."
1532," IVANHOE: And, Ron, you're gonna want to name your piece. This is Betsey."
1533, Don't point that at me. Jesus Christ.
1534, I'm sorry.
1535,Don't fucking point the gun at anybody ever.
1536,I know what I'm doing. I know how to use this thing.
1537,"IMITATES GUNSHOT, CHUCKLES LAUGHTER  Honey."
1538, Mmhmm?
1539,Do you ever have second thoughts?
1540, About what?
1541, Killing 'em.
1542, Never think twice about killing niggers.
1543," You won't be able to take it back, though."
1544,"They're the first of many niggers  that must die, honey bun."
1545, I know. It's just...
1546,becoming so real.
1547, I always thought it would be like a dream.
1548, I know.
1549,It's just so beautiful. We're cleansing this country of a backwards race of chimpanzees.
1550,First the spooks.
1551,Then the kikes.
1552,"Free at last, free at last. Thank God Almighty,  free of them niggers at last."
1553," LAUGHING I love it when you do that, honey."
1554,"BOTH SIGH We've talked about killing niggers for so many years, and now it's really happening."
1555,FELIX: Hmm.
1556,My old man always told me good things come to those who wait.
1557,CONNIE: Mmm!
1558,Thank you for bringing me into your life. For loving me like you do.
1559,"For giving me a purpose, direction. This could be the new Boston Tea Party."
1560,Oh...
1561,"QUIET CHATTER, TYPING Mr. Stallworth. Pleased to meet you."
1562,Names of chapter members?
1563, What is this about?
1564, Two names on your list... work at NORAD.
1565,"The two mystery men, Steve and Jerry?"
1566,Real names are Harry Dricks and Kevin Nelson.
1567,Two clowns with top security clearances.
1568,These Klansmen are in charge of monitoring our safety.
1569,You've done a service to your country.
1570,We've been following your investigation.
1571,Impressive.
1572,"Last night, Fort Carson reported several C4 explosives missing from their armory."
1573, No suspects.
1574, Klan?
1575,"Wait, the KKK and the United States Army?"
1576,"You won't see this on the news for obvious reasons, but..."
1577,thought it might be of interest to you.
1578,"If you know about a possible attack, I need to know when."
1579,You're the one with the impressive investigation.
1580,But can't you or the FBI chip in?
1581, Sir?
1582, FBI? Federal Bureau of Investigation?
1583,We never had this conversation.
1584,"You can hate me all you want, all right?"
1585, Just promise me you won't go to that protest.
1586, I'm going. We're going.
1587, What are you talking about?
1588," I can't get into specifics, but today  the Klan is planning an attack."
1589, Then we have to tell the people.
1590,It's not an option.
1591,"CROWD: CHANTING Ungawa, Black Power!"
1592,What's wrong with you?
1593,No one else can know while it's an active investigation.
1594,"Active investigation? And pray tell, how do you know that?"
1595,Are you a pig?
1596,No.
1597,"Wh...what are you, then?"
1598,"CROWD: Ungawa, Black Power!"
1599,"Ungawa, Black Power! Ungawa, Black Power!"
1600, Want to sit?
1601, No. I'll stand.
1602,"Ungawa, Black Power! Ungawa, Black Power!"
1603,I'm an undercover detective.
1604,I'm investigating the Klan.
1605,Fucking KKK?
1606,"Ron Stallworth, you lied to me."
1607,Is that even your real name?
1608,Ron Stallworth is my first and last name.
1609," Look, today is not the day, Patrice."
1610, I take my duties as the president  of the Black Student Union seriously.
1611," Well, how much good did it do?"
1612,"You could sit in the middle of Nevada Avenue, light yourself on fire, the KKK will still be here."
1613,"Well, at least I would be doing something, unlike you."
1614, Unlike me?
1615, Yeah.
1616,"Don't think, just because I don't wear a black beret or a black leather jacket, black RayBans, screaming, ""Kill Whitey,""  that I don't care about my people."
1617," The night we saw Brother Kwame speak, were you undercover then, too?"
1618,That's not fair.
1619, You have to understand...
1620, Answer the question.
1621,Were you undercover the night we met? Yes or no?
1622,"Ron Stallworth, are you for the revolution and the liberation of black people?"
1623,I'm an undercover detective for the Colorado Springs Police.
1624, It's my JOB. That's the truth.
1625," House niggers said they had a JOB, too."
1626,You disgust me.
1627,"My brother, you need to wake up."
1628," Ungawa, Black Power! Ungawa, Black Power!"
1629, FLIP: Are you fucking kidding me?
1630,You don't cross those lines.
1631,"This is about an investigation, not a relationship."
1632, Hate to break that blue wall of silence.
1633, Nice one.
1634, Is Patrice really in danger?
1635, Maybe.
1636,"PATRICE AND CROWD: Ungawa, Black Power!"
1637,"Ungawa, Black Power! Ungawa, Black Power!"
1638,"Ungawa, Black Power! Ungawa, Black Power!"
1639, It's off.
1640, DOGS BARKING NEARBY SIGHS Yep.
1641,You'll know soon enough.
1642,What?
1643, Felix just said the march has been canceled.
1644, Why?
1645, Could be all the death threats.
1646," No, they're used to that."
1647,And there's been nothing more about the explosives?
1648,No.
1649,Fuck it.
1650,We get 'em on weapons charges and stop them from doing anything that way.
1651,"Then what? You know, misdemeanor at best."
1652, Then they walk.
1653, I have a special assignment for Ron.
1654, Ron already has an assignment.
1655," Yeah, what could be more important than  preventing an attack, sir?"
1656, We have very credible threats against David Duke's life.
1657,"So, Ron, I am assigning you security detail  for David Duke."
1658, What?
1659,"With all due respect, sir, I don't think this is a wise decision, given the situation."
1660,Who cares what you think? Duke needs protection. There's no one else available.
1661,Nutcracking time.
1662, Put aside your personal politics.
1663," Chief, it's not about that, and you know it."
1664,David Duke and Ron have been talking on the phone several times.
1665,If he recognizes his voice...
1666,"If... if... if... if any of the Klansmen do, it'll compromise our entire investigation."
1667, It's too dangerous.
1668," Correct me if I'm wrong, but didn't you boast to me that you were fluent in both English and jive?"
1669, Do you remember that?
1670, Answer the chief.
1671,"Oh, shut the fuck up, Landers."
1672,"You know, you've been trying to sabotage me since day one."
1673,"Why are you getting so worked up, boy?"
1674," Hey, Ron!"
1675," Hey, Ron, come on."
1676," Ron, Ron, no! Ron!"
1677, It's not worth it.
1678," Okay, okay, all right."
1679, Just...
1680," Go, go, go."
1681, Stay put.
1682," Ron, whoa, whoa!"
1683, What the fuck is that?
1684,"Gotta bring something to get something, Landers."
1685,LANDERS: Eat a white dick!
1686,You let him get to you that easy?
1687,You don't have a shot with David Duke.
1688,"First, the primary target."
1689,Felix says you're doing it.
1690,"So all you have to do is set the pocketbook on the front porch, the back porch, a sidewalk."
1691,"Doesn't matter. As long as it's against the building, you can plant it anywhere."
1692,I got enough C4 here to take out the whole thing.
1693,Be careful.
1694, You understand?
1695, I understand.
1696,"All you have to do when you placed it... hey, sweetie."
1697,You listening? All you have to do when you placed it is flip the switch.
1698,Flip the switch. That's it. You got it?
1699,Miss Black Student Union Bitch is bringing in some old coon to speak.
1700,Place should be packed.
1701," So, Brother Walker, nothing but rubble."
1702, And barbecued niggers.
1703,IVANHOE GUFFAWING  And what happens if that don't work?
1704, Plan B.
1705,"Can you handle it, honey?"
1706,You can count on me.
1707,I've been waiting to do my part.
1708," IVANHOE: Oh, sweet as candy."
1709," Ah, look at the lovebirds."
1710, Can I feel the C4?
1711, No C4 for you.
1712,You'll blow us all the fuck up to kingdom come.
1713,"QUIET, INDISTINCT CHATTER  MAN: What is this black...?"
1714, MAN2: Out here with  the great David Duke.
1715, Look at this fucking guy.
1716, How's he getting away with that?
1717, RON: Mr. Duke's security detail.
1718, What?
1719, Fuck this guy.
1720,Mr. Duke. I'm a detective from the Colorado Springs Police Department.
1721, I'm here to keep you safe today.
1722," I'm sorry, have... have we met before?"
1723,Mmmm. You may know that there's several credible threats against your life.
1724, How's it going out here?
1725," There have been threats on my life, and this is the detective they've assigned as my bodyguard."
1726,"Mr. Duke, I don't agree with your philosophies."
1727,"However... I'm a professional, so I will do everything within my means and beyond  to make sure you're safe."
1728," Okay, I appreciate your professionalism."
1729,"Allow me, sir."
1730,Thank you.
1731," Right this way, sir."
1732, Walt.
1733, Bro.
1734, Sir.
1735,How are you?
1736,Sorry for all the extra security today. Can't be too careful.
1737,"MAN: Yeah, I know. We have a strong, strong..."
1738,"Hey, fellas."
1739,"MAN: Yeah, like you were saying, uh, last week on the phone, uh..."
1740,"WALTER: Well, Mr. Duke."
1741,"I would like you to meet our newest recruit, Ron Stallworth."
1742,"Ron Stallworth, it is a pleasure to finally meet you in person."
1743, Same. Same. You as well.
1744," This is our brother, Jesse."
1745, I'm Jesse.
1746," Hey, Jesse."
1747, Ron.
1748," Uh, Ron, yeah. CHUCKLES  I've heard so much about you."
1749," Oh, okay."
1750,FLIP: I didn't realize how nervous I was gonna be.
1751, LAUGHTER  DUKE: Oh!
1752,"Oh, that's all right."
1753,What's that doing here?
1754,"Uh, that's the fucking cop they got to guard Mr. Duke."
1755, Isn't that the living shit?
1756, DUKE: Gentlemen... it's time.
1757," Ron, why don't you follow me?"
1758, Okay.
1759,Ahahahah.
1760,Let's go. Let's go.
1761,"QUIET, INDISTINCT CHATTER You stay right here. You hear?"
1762,EXHALES MOANING Ah...
1763,"God, America's going to hell in a handbasket."
1764,"BELLS CHIMING JEROME TURNER: That started out as a nice spring day back there in Waco, Texas."
1765,"May 15, 1916. Jesse Washington..."
1766,...was a friend of mine.
1767,"He was 17, I was 18."
1768,We kind of looked at Jesse and called him slow.
1769,LIGHT LAUGHTER Today... you'd call him mentally retarded.
1770,They claimed Jesse...
1771,raped and murdered a white woman by the name of Lucy Fryer.
1772,"They put Jesse on trial, and he was convicted by an allwhite jury after they deliberated for only four minutes."
1773,"GASPING, MURMURING My brothers in Christ, Nobel Prize recipient, cocreator of the transistor and a dear... dear friend of mine, Dr. William Shockley, whose groundbreaking scientific work ushered in the computer age, has proven, through his research with eugenics, that each of us here has flowing through our veins the genes of a superior race. It's a fact."
1774,It's a fact. It can't be disputed.
1775," Today, we celebrate that truth."
1776," Masks off, hoods on."
1777,I was working across the street at the shoeshine parlor.
1778,"And after the verdict, a mob grabbed Jesse,  put a chain around his neck and..."
1779," CROWD GASPING, MURMURING  ...dragged him out of the courthouse."
1780," Oh, my God."
1781, I knew I had to hide.
1782," That way. Be careful, brother."
1783,"Well, all right."
1784,"TURNER: Where I was, the shoe parlor had a window up in the attic."
1785,And I could see the crowd.
1786,They marched Jesse through the streets.
1787, They stabbed him and beat him.
1788," CROWD MURMURING, GASPING And finally, in a bloody heap, they held him down in the street..."
1789, ...and cut off his testicles.
1790," CROWD GASPING, MURMURING God..."
1791,give us true white men.
1792,"The Invisible Empire demands strong minds, great hearts, true faith, clean and ready hands."
1793,Men who have honor.
1794,"Men who will not lie. Men who can stand before a demagogue and damn his treacherous flatteries without blinking. God, give us real men."
1795,Courageous men who flinch not at duty.
1796,"Men of dependable character, men of sterling worth."
1797,"Then wrongs will be redressed, and right shall rule the Earth."
1798,"God, give us true white men."
1799,Ron Stallworth... rise. Step forward.
1800,The police and the city officials were out there watching him.
1801, They cut off his fingers.
1802," GASPING, MURMURING And threw coal oil all over his body."
1803,They lit a bonfire and raised him and lowered him over these flames over and over and over again.
1804,"DUKE: Ron Stallworth,  are you a white, nonJewish American citizen?"
1805, Yes.
1806,Yes... what?
1807,"Yes, I am a white, nonJewish American citizen."
1808,Are you in favor of a white man's government  in this country?
1809, Yes.
1810,"Ron Stallworth, are you willing to dedicate your life to the protection, the preservation and the advancement of the white race in mind, in body  and in spirit?"
1811, Yes.
1812,Be seated.
1813,The mayor had a photographer by the name of Gildersleeve.
1814, He came and took pictures of the whole thing.
1815, CROWD MURMURING QUIETLY Those pictures were later sold as postcards.
1816,"CROWD GASPING, MURMURING FOOTSTEPS DUKE: Remove your hood."
1817,TURNER: They put Jesse's charred body  into a bag.
1818, DUKE: Remove your hood.
1819,TURNER: Dragged him through town.
1820,DUKE: Remove your hood.
1821,TURNER: They sold the remains.
1822,DUKE: Remove your hood.
1823, TURNER: As souvenirs.
1824," GASPING, MURMURING DUKE: Remove your hood."
1825,TURNER: Lot of good white folks just stood there like it was a Fourth of July parade.
1826,CROWD MURMURING They even let the children out of school on lunch hour.
1827,DUKE: Remove your hood.
1828,TURNER: And all I could do was to...
1829,watch and hope they wouldn't find me.
1830,FOOTSTEPS  Come.
1831, CHEERING Welcome your brethren who have been baptized by the light.
1832, Please.
1833," CONNIE: Oh, my God!"
1834,DUKE: Let's give them some applause!
1835,"One of the reasons they had done that to Jesse was a movie  called ""Birth of a Nation""."
1836," SCATTERED MURMURS It had come out the year before, and it was so powerful that it gave the Ku Klux Klan a rebirth."
1837," DRAMATIC PIANO MUSIC PLAYING  CONNIE: Oh, God. Oh, my God."
1838,"Oh, my God. No!"
1839,No!
1840,"CROWD JEERING CONNIE: Oh, look at that one!"
1841,"Oh, he's disgusting. Oh!"
1842,"Oh, those poor women."
1843,Don't you do it! Oh!
1844, Why?
1845, No.
1846,No. Oh!
1847,The ingenuity of white women!
1848,"CLAPPING, JEERING CONNIE LAUGHING CONNIE: Oh!"
1849,"TURNER: Today, they would call that kind of movie a blockbuster."
1850,Everybody saw it.
1851,CONNIE: That's disgusting.
1852,"Even the president of the United States, Woodrow Wilson, showed it at the White House."
1853,"GASPING, MURMURING And he said that it was ""history written with lightning""."
1854, LAUGHTER  MAN: What... what is really...
1855,"CONNIE: ""Dem freeniggers f'um de N'of am sho' crazy."" Oh, look at that little pickaninny."
1856,"LAUGHING Watch, watch. They're gonna scare the pickaninnies."
1857,MAN: Get out of there!
1858, Move. Move.
1859, Get out of there!
1860,"SHOUTING, CLAPPING The inspiration!"
1861,"LAUGHING, CHEERING RAUCOUS CHEERING AND APPLAUSE MAN: Get 'em out of there!"
1862, Go get 'em!
1863, Go!
1864,CONNIE: Go get 'em!
1865," ""The trial.""  MAN: Hey!"
1866, Send him to hell!
1867, String him up!
1868,CONNIE: String him up!
1869, Guilty!
1870, Get him on that horse.
1871,Get him up! String him up!
1872,CHEERING  Yeah!
1873," WHOOPING, CHEERING CHEERING AND APPLAUSE CONTINUE INDISTINCT CHATTER CHANTING White power!"
1874,White power! White power!
1875,White power! White power! White power!
1876,That's why we're here today.
1877,In the name of Black Power.
1878, CROWD: Yes.
1879, Black Power. Black Power.
1880,CHANTING Black Power! Black Power!
1881,Black Power! Black Power! Black Power!
1882,Black Power!
1883,Black Power!
1884,CHANT FADES Black Power...
1885,I'd like you to do me a favor and...
1886,just look around.
1887,That's right. Everyone just look around.
1888,"Today, we are privileged to be among white men."
1889,And white women. CHUCKLES LAUGHTER Such as yourselves. Real warriors for the real America.
1890,The America that our ancestors fought and died for.
1891,CROWD MURMURING The true white American race.
1892,The backbone from whence came our great Southern heritage.
1893,CROWD MURMURING IN AGREEMENT  And I want to thank you.
1894, MAN: Jesus Christ.
1895,I want to thank you so much  for never putting your country second.
1896, MAN: That's right.
1897, America first.
1898, GROUP: America first.
1899, America first.
1900, ALL: America first! America first!
1901,America first! America first! America first!
1902,America first! America first! America first!
1903,America first! America first! America first!
1904, America first!
1905," APPLAUSE Ain't this a bitch. If I would have known this was a Klan meeting, I wouldn't have taken this motherfucking gig."
1906, Goddamn.
1907," Right on, right on."
1908,"All right, now, when are you boys gonna invite me  down to Louisiana? Hmm?"
1909, CHUCKLES  We'd certainly love to have you.
1910, Mmm.
1911,"Still a lot of work to be done. I mean, you've done a great job whipping up this chapter, but..."
1912,"Well, I could do a great job on a national level."
1913,"Excuse me. Walter, may I?"
1914, Behave yourself.
1915," Mr. Duke, I just want to say how..."
1916,"honored my wife, Connie, and I are for being in your presence."
1917," What's your name, friend?"
1918, Felix.
1919,"Felix, the pleasure's all mine."
1920,We'd love to have you out at the house for dinner sometime.
1921,We Coloradans can cook just as good as those Cajun ladies you got down there.
1922," All right, now, Connie."
1923," LAUGHTER We're on a very tight schedule here, but you made a mistake."
1924,"Next time I'm in town, I'm gonna hold you to that."
1925, Okay?
1926," Oh. LAUGHS CONNIE: Oh, I see Susie."
1927,I'll be back in just a second.
1928,Thank you. Thank you very much.
1929, Is this your wife?
1930, MAN: Yep.
1931, Hey. Ron. How are you?
1932, WOMAN: Hi.
1933,Nice to meet you.
1934, Never seen you dressed up before.
1935," It's a pleasure to meet you, Felix."
1936, You have a fantastic night.
1937," Oh, thank you."
1938,Amer... America first.
1939,"Hey, Ron, how you doing?"
1940," I'm good, I'm good."
1941, Good.
1942,He's a cop.
1943,Who?
1944, That guy.
1945, Ron?
1946," No, the other guy."
1947, Ron's a cop?
1948,"His name is Phillip, but his nickname is Flip."
1949, Who's Phillip?
1950, Who's Ron? That's Phillip.
1951, What the fuck are you talking about?
1952, That guy.
1953,That's the cop that sent me to the fucking big house for armed fucking robbery.
1954,His fucking name is Phillip. Phillip Zimmerman.
1955, What's his name?
1956, Phillip Zimmerman.
1957,How many times I gotta fucking tell you?
1958, Isn't that a fucking Jew name?
1959, You can't go by that.
1960,"Jews change their name all the time to non Jew names. I mean, they killed Jesus, right?"
1961, Ron Stallworth is a fucking Jew.
1962, Could've been worse.
1963, How so?
1964, Could've been a nigger.
1965, Yeah.
1966, DUKE: They built this stuff out of...
1967,"Uh, it starts to dissolve. It wasn't water, you know."
1968,The beads take the...
1969, He is a nigger.
1970, Who?
1971,That cop guarding Duke.
1972, Zimmerman's using his name.
1973, I guess I could use mops.
1974, Shall we tell the Grand Wizard?
1975," No, no, no. Not yet."
1976,I'll find the moment.
1977,Okay. Fucking Jew.
1978,"MAN: Yeah, I know. We have a strong future in America."
1979,DUKE: I'm so glad I made this trip.
1980, With all these chapters...
1981," Well, that's what we  have to work on."
1982," Uh, excuse me, gentlemen."
1983,"Hi. CHUCKLES Uh, Mr. Duke..."
1984,favor to ask.
1985,Nobody's gonna believe me when I tell them that I was your personal bodyguard today.
1986,Care to take a Polaroid with me?
1987, I don't know. Do those cool shades come off?
1988," Oh, yes, sir, they do."
1989, Okay.
1990, There we go.
1991,"Hey, Jesse. Let's do this. It'll be right."
1992, Oh.
1993," Yeah, yeah, yeah."
1994," Who should, uh..."
1995," Oh, look... what's... what's his name?"
1996,"Uh, Ron."
1997," Uh, Stallworth."
1998, RON: Ron. Ron.
1999,"Sir, can you take this picture of us, please?"
2000,"All right, don't touch me."
2001,Great.
2002, All right.
2003, All right.
2004,Thank you so much. Thank you.
2005,Here we go. One. Two. Three.
2006," CAMERA CLICKS, WHIRS  DUKE: Jesus H. Christ!"
2007,"CHUCKLES What did you just do, boy?"
2008,CHUCKLING I mean...
2009,What the hell did you just do?
2010,"Sir, if you lay a finger on me, I'll arrest your ass for assaulting a police officer."
2011,DUKE CHUCKLING That's worth about five years in prison.
2012,Try me. See if I'm playing.
2013,Why don't you come down to Louisiana sometime?
2014,See how we play.
2015,"Boy, you better get your nigger ass out of here now."
2016,Mmhmm.
2017, America first.
2018, DUKE CHUCKLES Excuse me. May I? Thanks.
2019, WALKER: You ready?
2020," CONNIE: What, now?"
2021,WALKER: Don't be nervous.
2022, CONNIE: Okay.
2023, FELIX: I'm leaving.
2024, WALKER: Remember what we talked about.
2025, CONNIE: Okay.
2026,Come here.
2027,Now you may do your job.
2028, Okay.
2029, Nice and easy does it.
2030,Excuse me.
2031,Excuse me.
2032,"Attention, all units. Be on the lookout for a brown truck with a ""white pride"" bumper sticker."
2033,License plate: KE4108.
2034,ENGINE STARTS TIRES SQUEALING FLIP: Kills this big rat in the back of our backyard.
2035,And I actually start to like the fucking thing for the first time.
2036,"I shit you not, three days later,  this little Girl Scout comes to our door..."
2037, Ron...
2038, hmm?
2039, FLIP STAMMERS I believe you know my friend.
2040,Who's your friend?
2041,Hey.
2042,"No, sorry, I don't think we've met before. Ron Stallworth."
2043,"Yeah? It's been a few years, right?"
2044, Been a few years?
2045, Yeah.
2046," No, I'm sorry. I don't think I can place you."
2047, Did you two go to school together?
2048,No. I went to private school.
2049,"Leavenworth, Kansas."
2050, Isn't that where the federal penitentiary is?
2051," Matter a fact, it is."
2052,You know something about that.
2053," Don't you, Flip?"
2054, Flip?
2055,"MAN: Excuse me, gentlemen."
2056,There is an emergency phone call in the hallway for a Felix Kendrickson.
2057,"I'll be right back, Flip."
2058,QUIET CHATTER AND LAUGHTER Hello?
2059, SIREN WAILING  CONNIE: Felix.
2060,"Jesus, they've got cops everywhere."
2061,Somebody tipped them off.
2062," Oh, God, there's another one!"
2063," Calm down, baby."
2064,"We planned for this, all right?"
2065,"We'll go to plan B, okay?"
2066,"Okay, okay, okay. Okay, okay, okay, plan B."
2067,"All right, baby? You can do it."
2068, I'll be right there.
2069, All right.
2070,"Remember when you said, one day, I'm gonna need your help?"
2071," This is it, baby. I love you, honey bun."
2072, I... I love you.
2073,INDISTINCT CHATTER MAN: I can make America great again.
2074," MAN2: Oh, yeah."
2075," MAN3: We need lawyers, we need doctors, and we need..."
2076,"CONVERSATIONS CONTINUE INDISTINCTLY WALKER: Excuse me, Mr. Duke."
2077,"QUIET, INDISTINCT CONVERSATIONS Let's go."
2078,MAN: Good talker. He's a good talker.
2079,"CONVERSATIONS CONTINUE INDISTINCTLY You'll have to excuse him, Mr. Duke. I apologize."
2080,What was that all about?
2081, Why'd he keep calling you Flip?
2082, We were in prison together.
2083,"Years ago. Uh, it's an inside joke."
2084,"FLIP CLEARS THROAT Well, I certainly hope everything's okay."
2085,"Yeah, but I think he may have violated his parole."
2086,I just need to use the restroom real quick.
2087," HORN HONKS  TIRES SQUEALING TIRES SCREECH Hey, where's Patrice?"
2088,Patrice and Odetta took Mr.
2089,Turner back to his hotel.
2090,Back up. Back up.
2091,TIRES SQUEALING HONKING HORN DUKE: ON RADIO Freedom. It dares to expose the fact that not only is this a country...
2092,Not a white racist country.
2093,It is a racist country.
2094,"CHUCKLING Indeed, it is a racist country."
2095,It's an antiwhite racist country.
2096,Fuck.
2097,But it's so important.
2098,"Next time, we should work on getting a sister in here."
2099,PATRICE: We need to be hearing their stories.
2100, Yep.
2101, We need to start doing this every week.
2102, I'll reach out and see who I can get.
2103, Yeah.
2104,TIRES SCREECHING TIRES SCREECHING Colorado State Police. Don't move.
2105," I said stop, damn it!"
2106, No! Help me! SCREAMS Help me!
2107,"Help me! Help me, please!"
2108, GRUNTING  RON: Stop. Stop.
2109,GRUNTING AND GROANING  Where'd you put the bomb?
2110, No!
2111,You're hurting me!
2112,Where's the bomb? Where'd you put it?
2113, Get off me. Get off.
2114, Where is it?
2115, Get off of me! SOBS  Hold still. Stay still.
2116, Stay still.
2117, I don't know what you're talking about!
2118, Where's the bomb?
2119, Freeze!
2120,"Get off her, or I'll fucking shoot you."
2121, Whoa.
2122, Get off her.
2123,Okay. All right.
2124, Easy.
2125, I'm undercover.
2126, He's got a gun!
2127, I'm a cop!
2128, He touched me.
2129, She's a terrorist.
2130,That nigger attacked me. He tried to rape me. Arrest him.
2131, I'm an undercover cop!
2132, Show us your badge.
2133," It's in my pocket, okay?"
2134, What are you waiting for?
2135, Show us your badge.
2136, It's in my pocket. Relax.
2137,That nigger attacked me. He tried to rape me.
2138, Arrest him. Arrest him!
2139, I'm... I'm... I'm a... I'm a cop.
2140, What are you doing?
2141, Get on the ground now!
2142, CONNIE: Yeah! Hit him!
2143," GRUNTING DUKE: ON RADIO When you think about the fact that America is still well over 85% white, that America was founded exclusively by white people who wrote a Declaration of Independence and who fought for our freedoms, were the basis of our civilization and our culture and our Western Christian society, that means that the Christian Church that grew up in the world was overwhelmingly a white, European phenomenon."
2144,"The magnificent beauty of the, uh, European people."
2145," But today, the word ""white"" is a curse word."
2146, Ron!
2147, DUKE: ...antiwhite...
2148, YELLS SOBBING Patrice!
2149,Patrice!
2150,TIRES SQUEALING Hey! Hey!
2151, Stand down. Stand down!
2152, Who the fuck are you?
2153,"Undercover cop, you fucking idiot."
2154, The black guy's a cop?
2155, Give me your keys.
2156,"CONNIE SOBBING CONNIE: SOBBING Oh, my God, Felix..."
2157,You're late.
2158, Felix!
2159," ODETTA: Patrice, are you all right?"
2160,RON: Patrice.
2161,CONNIE: SOBBING Felix.
2162,"""LUCKY MAN"" BY EMERSON, LAKE AND PALMER PLAYS Our own group, Ron and P."
2163," Mmm, I don't know about that."
2164, Go on tour.
2165,"You know, they say two Afros that touch together,  they're... it's good luck."
2166, LAUGHING Who said that?
2167, I... I read it somewhere.
2168," Tell me, where'd you get this?"
2169," Saw this brother on ""Soul Train""."
2170, Mmhmm.
2171, Really?
2172," And I just thought, I'm a take you there."
2173, Gonna take you to California.
2174, You don't know Don Cornelius.
2175,That's my cousin on my mama's sister's side.
2176, LAUGHING Really?
2177," That's my cousin, yes."
2178, So I got... I got access.
2179, Yeah?
2180, Wh... what is his cousin's name?
2181," Whoa, whoa, whoa."
2182,"CHUCKLING Who is the soul sister, Ron?"
2183, You been holding out on me.
2184," All right, take it easy. Take it easy."
2185, Oh...
2186," PATRICE SCOFFS You don't remember me, do you?"
2187, Hun?
2188, Oh...
2189,Brother Kwame? Stokely Carmichael?
2190,"Oh, yeah, yeah. You looked good that night, but you look even better now."
2191, How often do you do that to black people?
2192, Do what?
2193,Pull us over for nothing. Harass us.
2194,Put your hands all over a woman in the guise of searching her.
2195, Call us everything but a child of God.
2196, I don't know what you're talking about.
2197,"Just like I told you, right, he's just taking advantage."
2198," In the end, talking loud, saying nothing."
2199, Let me tell you both something.
2200,I've been keeping you people in line in this city for years.
2201,"What I did to your girl that night, I could do to any of you any time, any place."
2202,That's my prerogative.
2203,"I could even bust a cap in your black ass if I feel like it, and nothing will be done about it."
2204,I wish the two of you been blown up instead of good white folks. Get it?
2205,"Oh, I do get it."
2206," Do you get it, Patrice?"
2207," Mmm, yeah."
2208, I totally and completely get it.
2209," Jimmy, did you get it?"
2210," JIMMY: Oh, yes, I got it."
2211,"RON: Flip, did you get it?"
2212," Oh, yeah, I got it."
2213, RON: Chief!
2214, Do you get it?
2215," Oh, I really, really get it."
2216, You're under arrest.
2217, LAUGHTER  What?
2218, Get him out of here.
2219, Get up. Police brutality.
2220, Are you out...
2221, of your minds?
2222, Let's go.
2223,"Police misconduct, sexual misconduct..."
2224, Thank you very much.
2225, Keep walking.
2226, Tell it to the judge.
2227, LANDERS: What about my rights?
2228, RON: Power to the people.
2229, Power to the people.
2230,FLIP: The old hidden mic trick.
2231,"Yes, it was all my work. Hello."
2232,To tape jobs.
2233, Works every time.
2234, FLIP: Hidden mics.
2235,"RON: Good job, everybody."
2236,Stallworth!
2237,Ronny!
2238,FLIP: Five. Four. Three.
2239,Two. One.
2240,Swish!
2241, Look who the cat dragged in.
2242," Thank you, thank you."
2243, FLIP: There he is! The man of the minute.
2244," Don't you mean ""hour,"" Flip?"
2245," JIMMY: You slow, you blow."
2246," Ah, Jimmy."
2247,"WHOOPING, GRUNTING, IMITATING KUNG FU FILMS That Polaroid stunt you pulled, when you put your arms around them,  I swear to God I almost shit myself."
2248," I told you, Ron was born ready."
2249, Born ready is Ron.
2250, TRAPP: There he is!
2251,There's the crazy son of a bitch!
2252, LAUGHTER  Come over here.
2253,"You. You, you, you, you."
2254,"LAUGHTER, GRUNTING  You did good."
2255," Nah, we did good."
2256,"Yeah, well, the chief wants to see us in his office right now."
2257," Let's go. Here, after you."
2258," Let's go. No, after you."
2259, Come on.
2260, You're the man of the hour.
2261,I cannot commend you enough for what you have achieved.
2262,Do you realize there was not one cross burning the entire time you guys were involved?
2263,"We're very aware, Chief."
2264, But all good things have to come to an end.
2265, What does that mean?
2266, Budget cuts.
2267, Budget cuts?
2268,And when did this happen? Last night?
