,dialog
1482,"       RADIO: WHISTLING MARSELLUS, MUFFLED Motherfucker!"
1483,DOOR BELLS JINGLING PANTING Can I help you with somethin'?
1484,Shut the fuck up.
1485,"Now you just wait a goddamn minute, now!"
1486,What the fuck you up to?
1487,"Come here, motherfucker!"
1488,"BOTH GRUNTING, GROANING MARSELLUS GROANING You feel that sting, huh, big boy?"
1489,"That's pride fuckin' with you, see?"
1490,You gotta fight through that shit!
1491,GRUNTING Huh?
1492,"You'd better kill me    Yeah, somebody's gonna get killed."
1493,"Somebody's gonna get their motherfuckin' head blown to    SHOTGUN COCKS Hold it right there, goddamn it."
1494,"This ain't none of your business, mister."
1495,I'm makin' it my business.
1496,Toss the weapon.
1497,"You don't understand, man."
1498,Toss the weapon.
1499,PANTING WOMAN ON RADIO     It's time         To find love     Take your foot off the nigger.
1500,"       CONTINUES Put your hand behind your head, approach the counter right now."
1501,This motherfucker's trying to...
1502,GROANS kill me.
1503,Shut up.
1504,Keep comin'.
1505,Come on.
1506,    If love         Is shelter     ROTARY DIALING        RADIO: WHISTLING Zed. Maynard.
1507,"Yeah, the spider just caught a couple flies."
1508,"    Whoa, my angel     RECEIVER HANGS UP     Down to you        BOTH GRUNTING, GROANING COUGHING GAGGING Nobody kills anybody in my place of business..."
1509,except me or Zed.
1510,DOORBELL CHIMES That's Zed.
1511,DOOR BELLS JINGLING ZED I thought you said you waited for me.
1512,MAYNARD I did.
1513,FOOTSTEPS DESCENDING STAIRS ZED Then how come they're all beat up?
1514,"They did that to each other, man."
1515,They came in fightin'.
1516,"Now, this 'un right here, he was gonna shoot that one."
1517,Is that right?
1518,"You gonna shoot him, boy?"
1519,Huh?
1520,"Hey, is Grace all right out front?"
1521,"Yeah. It ain't Tuesday, is it?"
1522,"No, it's Thursday."
1523,She oughta be fine.
1524,Mmm.
1525,"SIGHS Well, bring out the gimp."
1526,I think the gimp's sleepin'.
1527,"Then I guess you'll just have to go wake him up now, won't you?"
1528,Get up.
1529,Get down.
1530,TAPPING FINGERS Which one of 'em you wanna do first?
1531,TAPPING FINGERS ZED I ain't for sure yet.
1532,"WHISPERING Eeniemeenieminiemo, catch a nigger..."
1533,by his toe.
1534,"If he hollers, let him go."
1535,Eeniemeenieminiemo.
1536,My mother said...
1537,"pick the perfect one, and... you... are..."
1538,it.
1539,"ZED Guess that means you, big boy."
1540,MUFFLED Fuck you!
1541,MUFFLED MUMBLING Shh.
1542,You wanna do it in here?
1543,"No, let's take him back to Russell's old room."
1544,Sounds good to me.
1545,MUFFLED YELLING GRUNTING You keep an eye on this 'un.
1546,"SNIFFS        RADIO: ""COMANCHE"" BY THE REVELS ZED, MAYNARD TALKING, YELLING GRUNTING TALKING, YELLING CONTINUE LOUD, RHYTHMIC GRUNTING GIGGLING GRUNTING CONTINUES Yeah!"
1547,"GRUNTING, STRAINING ZED SHOUTING Now! Go! Come on, motherfucker!"
1548,"Now, motherfucker!"
1549,Aaah! GRUNTING GIGGLING CONTINUES SLAPPING ZED SHOUTING Come on! Yeah!
1550,       CONTINUES MUFFLED YELLING GRUNTING CONTINUES ZED Yeah!
1551,"SLAPPING, GRUNTING CONTINUE Ohh!"
1552,Yeah!
1553,"       CONTINUES, FAINT ZED, FAINT Yeah! Yeah!"
1554,Yeee! Yeeeehah!
1555,"YELLING CONTINUES DOOR BELLS JINGLING LOUD GRUNT, YELLING GRUNTING, YELLING CONTINUE ZED Yeah!"
1556,"YELLING CONTINUES LOUD, RHYTHMIC GRUNTING CONTINUES Come on!"
1557,Get down there!
1558,Aaah!
1559,Do it! Yeah!
1560,"       CONTINUES, LOUDER ZED SHOUTING Yeah! Yeah!"
1561,"YELLING CONTINUES MARSELLUS SCREAMING, MUFFLED MAYNARD Shut the fuck up!"
1562,SCREAMING CONTINUES MAYNARD Fuck him!
1563,ZED Come on!
1564,"MARSELLUS GROANING, MUFFLED Fuck him. Yeah."
1565,"CONTINUES YELLING, STOPS Aaaaah!"
1566,GROANING Aaaaah!
1567,"       FINISHES GROANS GROANS THUD You want that gun, don't ya, Zed?"
1568,Huh?
1569,Go ahead and pick it up.
1570,"Go ahead, pick it up."
1571,BREATHING HEAVILY Come on    Thatta boy!
1572,"I want you to pick it up, Zed."
1573,"SHOTGUN COCKING BREATHING SLOWLY Step aside, Butch."
1574,ZED WHEEZING Fuck!
1575,GROANING You okay?
1576,"GROANING CONTINUES No, man."
1577,I'm pretty fuckin' far from okay.
1578,"ZED SCREAMS LOUD, HIGHPITCHED SCREAM GROANING CONTINUES What now?"
1579,"""What now""?"
1580,Let me tell you what now.
1581,"GROANING, COUGHING I'm gonna call a couple of hard, pipehittin' niggers..."
1582,to go to work on the homes here...
1583,with a pair of pliers and a blowtorch.
1584,"You hear me talkin', hillbilly boy?"
1585,I ain't through with you by a damn sight!
1586,I'm gonna get medieval on your ass.
1587,I meant what now between me and you.
1588,"Oh, that ""what now."" I tell you what now between me and you."
1589,"WHEEZING There is no ""me and you""."
1590,Not no more.
1591,"GROANING, COUGHING So, are we cool?"
1592,"Yeah, we cool."
1593,LOUD GROAN Two things.
1594,Don't tell nobody about this.
1595,"This shit is between me, you..."
1596,"and Mr. ""Soontobelivin' therestofhisshortass lifeinagonizingpain""..."
1597,rapist here.
1598,It ain't nobody else's business.
1599,Two    You leave town tonight.
1600,Right now.
1601,"And when you gone, you stay gone, or you be gone."
1602,"LOUD GROAN, COUGHING You lost all your L.A."
1603,privileges. Deal?
1604,Deal.
1605,Get your ass outta here.
1606,"ZED WHEEZING GROANING GROANING CONTINUES Oh, shit."
1607,DOOR BELLS JINGLING ENGINE STARTS ENGINE STOPS Fabienne!
1608,GROANS Fabienne!
1609,GROANING CONTINUES Fabienne!
1610,"Come on, baby."
1611,Come on. Get your shit.
1612,We gotta go right now.
1613,I was so worried.
1614,What about our bags?
1615,"Fuck the bags; if we don't split right now, we'll miss the train."
1616,I'll be downstairs.
1617,Is everything well?
1618,Just come on!
1619,No talking now!
1620,Are we in danger?
1621,"GROANING CONTINUES Come on, honey!"
1622,Where did you get this motorcycle?
1623,"It's not a motorcycle, baby."
1624,It's a chopper. Let's go.
1625,What happened to my Honda?
1626,"I'm sorry, baby, I had to crash that Honda."
1627,"Will you come on now, please?"
1628,"Come on, let's go, let's go, let's go."
1629,You're hurt?
1630,"No, no, I might've broken my nose. It's no biggie."
1631,Come on. Hop on.
1632,"Baby, please, we    Honey, we gotta hit the fuckin' road! Get on!"
1633,"Oh, baby, I'm sorry."
1634,"Come here, come here."
1635,WEEPING QUIETLY I'm sorry. Mmm.
1636,I'm so sorry.
1637,"You were gone so long, I started to think dreadful thoughts."
1638,I didn't mean to worry you.
1639,Everything's fine.
1640,How was your breakfast?
1641,It was good.
1642,Did you get the blueberry pancakes?
1643,They didn't have blueberry; I had to get buttermilk.
1644,Are you sure you're okay?
1645,"Since I left you, this has been, without a doubt, the single weirdest fuckin' day of my life    I'll tell you all about it."
1646,Gotta go. Come on.
1647,"Butch, whose motorcycle is this?"
1648,"It's a chopper, baby."
1649,Whose chopper is this?
1650,Zed's.
1651,Who's Zed?
1652,"Zed's dead, baby."
1653,Zed's dead.
1654,"ENGINE STARTS JULES Yes, you did, Brett!"
1655,"You tried to fuck him, and Marsellus Wallace don't liked to be fucked..."
1656,by anybody except Mrs. Wallace.
1657,"PANTING BRETT Oh, God, please, I don't wanna die."
1658,"You read the Bible, Brett?"
1659,WHIMPERING Yes!
1660,"Well, there's this passage I got memorized."
1661,Sorta fits the occasion.
1662,Ezekiel 25:17.
1663,"""The path of the righteous man is beset on all sides..."
1664,"""by the inequities of the selfish..."
1665,"""and the tyranny of evil men."
1666,"WHIMPERING CONTINUES ""Blessed is he who, in the name of charity and good will, ""shepherds the weak through the valley of darkness, ""for he is truly his brother's keeper..."
1667,"""and the finder of lost children."
1668,"""And I will strike down upon thee with great vengeance..."
1669,"""and furious anger..."
1670,"""those who attempt to poison and destroy my brothers."
1671,"""And you will know my name is the Lord..."
1672,"when I lay my vengeance upon thee."" GROANS LOUDLY GUNSHOTS SCREAMS I'm fucked."
1673,"Oh, fuck. Oh, fuck."
1674,VINCENT Is he a friend of yours?
1675,"Oh, goddamn. Goddamn."
1676,"JULES Hmm? Oh. Vincent, Marvin."
1677,"Marvin, Vincent."
1678,Better tell him to shut up.
1679,He's gettin' on my nerves.
1680,Fuck. MUTTERING JULES Marvin...
1681,Marvin. Marvin!
1682,I'd knock that shit off if I was you.
1683,"DOOR SLAMS Die, you motherfuckers! Die!"
1684,HAMMER CLICKING GUNSHOTS Why the fuck didn't you tell us somebody was in the bathroom?
1685,Slip your mind?
1686,Did you forget that someone was in there...
1687,with a goddamn hand cannon?
1688,You see the size of that gun he fired at us?
1689,It was bigger than him.
1690,"We should be fuckin' dead, man."
1691,I know.
1692,We was lucky.
1693,"No, no, no, no."
1694,That shit wasn't luck.
1695,"Yeah, maybe."
1696,This was divine intervention.
1697,You know what divine intervention is?
1698,I think so.
1699,That means that God came down from heaven and stopped the bullets.
1700,That's right.
1701,That's exactly what it means.
1702,God came down from heaven and stopped these motherfuckin' bullets.
1703,"I think it's time for us to leave, Jules."
1704,Don't do that.
1705,Don't fuckin' blow this shit off!
1706,What just happened here was a fuckin' miracle!
1707,Chill. This shit happens.
1708,"Wrong! Wrong. This shit doesn't ""just happen."" Do you want to continue this theological discussion in a car..."
1709,or in a jailhouse with the cops?
1710,"We should be fuckin' dead, my friend!"
1711,"What happened here was a miracle, and I want you to fucking acknowledge it!"
1712,"All right, it was a miracle."
1713,Can we go now?
1714,"Let's go, nigger!"
1715,Come on! Shit.
1716,VINCENT You ever seen that show Cops?
1717,"I was watching it one time and there was this cop on, and he was talkin' about this gunfight he had in the hallway with this guy, right?"
1718,He just unloaded on this guy and nothin' happened.
1719,He didn't hit nothin'.
1720,Okay? It was just him and this guy.
1721,"I mean, you know, it'sit's freaky, but it happens."
1722,"Look, you wanna play blind man, go walk with the shepherd, but me, my eyes are wide fuckin' open."
1723,What the fuck does that mean?
1724,It means that's it for me.
1725,"From here on in, you can consider my ass retired."
1726,Jesus Christ.
1727,Don't blaspheme.
1728,Goddamn it.
1729,"I said, don't do that!"
1730,Hey you know why are you fuckin' freakin' out on us?
1731,"Look, I'm tellin' Marsellus today    I'm through."
1732,Why don't you tell him at the same time why?
1733,"Don't worry, I will."
1734,"And I bet you $10,000 he laughs his ass off."
1735,I don't give a damn if he does.
1736,"SIGHS Marvin, what do you make of all this?"
1737,"Man, I don't even have an opinion."
1738,You gotta have an opinion.
1739,You think God came down from heaven and stopped    GUNSHOT Whoa! What the fuck's happenin'?
1740,"Aw, shit, man!"
1741,"Aw, man!"
1742,"Oh, man, I shot Marvin in the face."
1743,Why the fuck'd you do that?
1744,I didn't mean it.
1745,It was an accident.
1746,"Man, I seen some crazyass shit in my time, but this    Chill out, man!"
1747,It was an accident.
1748,We probably went over a bump or somethin'.
1749,The car ain't hit no motherfuckin' bump.
1750,I didn't mean to shoot the son of a bitch. The gun went off.
1751,Look at this fuckin' mess!
1752,We're on a city street in broad daylight here!
1753,I don't believe it!
1754,"Well, believe it now, motherfucker!"
1755,We gotta get this car off the road.
1756,Cops notice shit like a car drenched in blood.
1757,"Just take it to a friendly place, that's all!"
1758,"This is the Valley, Vincent."
1759,Marsellus ain't got no friendly places in the Valley.
1760,"Well, Jules, this ain't my fuckin' town, man!"
1761,Shit!
1762,What you doing?
1763,I'm calling my partner in Toluca Lake.
1764,Where's Toluca Lake?
1765,"Over the hill here, by Burbank Studios."
1766,"If Jimmie's ass ain't home, I don't know what the fuck we gonna do, 'cause I ain't got no other partners in 818."
1767,"Jimmie, how you doin', man?"
1768,"It's Jules. Just listen up, man."
1769,"Me and my homeboy are in a car, and we gotta get it off the road, pronto."
1770,I need to use your garage for a couple hours.
1771,JULES We gotta be real fuckin' delicate with this Jimmie situation.
1772,He's one remark away from kickin' our asses out the door.
1773,"VINCENT If he does, what do we do?"
1774,"Well, we ain't leavin' 'til we make a couple calls, but I don't want it to reach that pitch    Jimmie's a friend."
1775,You don't come into your friend's house and start tellin' him what's what.
1776,Just tell him not to be abusive.
1777,He kinda freaked out back there when he saw Marvin.
1778,"Put yourself in his position    It's 8o'clock in the morning, he just woke up."
1779,He wasn't expectin' this shit.
1780,We gotta remember here who's doin' who a favor.
1781,"If that favor means I gotta take shit, he can stick that favor straight up his ass."
1782,"Hey fuck, nigger, what the fuck'd you just do to his towel, man?"
1783,I was dryin' my hands!
1784,Well you're supposed to wash 'em first!
1785,Well you watched me wash 'em.
1786,I watched you get 'em wet.
1787,I was washin' 'em.
1788,This shit's hard to get off.
1789,Maybe if he'd had Lava I coulda done a better job.
1790,"I used the same fuckin' soap you did, and when I finished, the towel didn't look like no goddamn maxipad!"
1791,What if he was to come in here and see his towel like this?
1792,"It's shit like this that's gonna bring this situation to a head, man!"
1793,"Look, I ain't threatenin' you or nothin', all right?"
1794,You know I respect you and all.
1795,"But just don't put me in this position, all right?"
1796,All right.
1797,Fine. Fine.
1798,"Ask me nice like that, no problem."
1799,Just go handle your friend.
1800,Go ahead. I don't care.
1801,Mmm!
1802,"Goddamn, Jimmie!"
1803,This some serious gourmet shit.
1804,Me and Vincent would've been satisfied...
1805,with some freezedried Taster's Choice.
1806,Right?
1807,CHUCKLES And he springs this serious gourmet shit on us.
1808,What flavor is this?
1809,"Knock it off, Julie."
1810,What?
1811,I don't need you to tell me how fuckin' good my coffee is.
1812,I'm the one who buys it.
1813,I know how good it is.
1814,"When Bonnie goes shopping, she buys shit."
1815,"I buy the gourmet expensive stuff 'cause when I drink it, I wanna taste it."
1816,But you know what's on my mind right now? It ain't the coffee in my kitchen.
1817,It's the dead nigger in my garage.
1818,"Jimmie, don't even worry    No no no don't tell me about anything."
1819,I wanna ask you a question.
1820,"When you came pulling in here, did you notice the sign on the front of my house that said, ""Dead nigger storage""?"
1821,You know I ain't seen no    Did you notice the sign on the front of my house...
1822,"that said, ""Dead nigger storage""?"
1823,No. I didn't.
1824,You know why you didn't see that sign?
1825,SIGHS Why?
1826,"'Cause it ain't there, 'cause storing dead niggers ain't my fuckin' business, that's why!"
1827,"Hey Jimmie we're not gonna store the motherfucker    No no no no no no, don't you fuckin' realize..."
1828,"that if Bonnie comes home and finds a dead body in her house, I'm gonna get divorced?"
1829,No marriage counselor.
1830,No trial separation.
1831,I'm gonna get fuckin' divorced.
1832,Okay? And I don't wanna get fuckin' divorced!
1833,"Man, you know, fuck, I wanna help you, but I don't wanna lose my wife doin' it."
1834,"Jimmie, Jimmie, she ain't gonna leave you."
1835,"Don't fuckin' ""Jimmie"" me, Jules! Okay?"
1836,"Don't fuckin' ""Jimmie"" me."
1837,There's nothin' you're gonna say that's gonna make me forget I love my wife. Is there?
1838,"Now, look, you know, she comes home from work in about an hour and a half."
1839,The graveyard shift at the hospital.
1840,You gotta make some phone calls?
1841,You gotta call some people?
1842,"Well, then, do it, and then get the fuck out of my house before she gets here."
1843,That's Kool and the Gang.
1844,We don't wanna fuck your shit up.
1845,All I wanna do is call my people and get 'em to bring us in.
1846,You're fucking my shit up right now!
1847,You're gonna fuck my shit up big time if Bonnie comes home.
1848,"So just do me that favor, all right?"
1849,The phone is in my bedroom.
1850,I suggest you get going.
1851,"Well, say she comes home."
1852,What do you think she'll do?
1853,"Oh, no fuckin' shit she'll freak."
1854,That ain't no kinda answer.
1855,"I mean, you know, I don't."
1856,How much? A lot or a little?
1857,You got to appreciate what an explosive element...
1858,this Bonnie situation is.
1859,"She comes home from a hard day's work, finds a bunch of gangsters in her kitchen..."
1860,"doing a bunch of gangster shit, there ain't no tellin' what she's liable to do."
1861,"ALL GASPING Yeah, I grasp that, Jules."
1862,All I'm doing is contemplating the ifs.
1863,I don't wanna hear about no motherfuckin' ifs!
1864,"All I want to hear from your ass is, ""You ain't got no problem, Jules, I'm on the motherfucker."
1865,"Chill them niggers out and wait for the cavalry, which should be coming directly."" You ain't got no problem, Jules."
1866,I'm on the motherfucker.
1867,"Chill them niggers out and wait for the Wolf, who should be coming directly."
1868,You sendin' the Wolf?
1869,"Oh, you feel better, motherfucker?"
1870,"Shit, yeah, negro!"
1871,That's all you had to say!
1872,       PIANO THE WOLF She the hysterical type?
1873,When is she due?
1874,PARTYGOERS CHATTERING Mmhmm.
1875,Give me the principals' names again.
1876,MAN Place your bets.
1877,Jules. Mmhmm.
1878,"Cards, please."
1879,Vincent.
1880,Jimmie.
1881,Bonnie. Mmhmm.
1882,It's 30 minutes away.
1883,I'll be there in 10.
1884,"TIRES SCREECHING DOORBELL RINGS You're... Jimmie, right?"
1885,This is your house?
1886,It sure is.
1887,I'm Winston Wolf.
1888,I solve problems.
1889,Good. We got one.
1890,May I come in?
1891,"Uh, yeah. Please do."
1892,You must be Jules.
1893,Which would make you... Vincent.
1894,"Let's get down to brass tacks, gentlemen."
1895,"If I was informed correctly, the clock is ticking."
1896,"Is that right, Jimmie?"
1897,"Uh, one hundred percent."
1898,"Your wife Bonnie comes home at 9:30 in the a.m., correct?"
1899,Uhhuh.
1900,"I was led to believe if she comes home and finds us here, she wouldn't appreciate it much."
1901,She wouldn't at that.
1902,"That gives us 40 minutes to get the fuck outta Dodge, which, if you do what I say, when I say it, should be plenty."
1903,"Now, you got a corpse in a car, minus a head, in a garage. Take me to it."
1904,SIGHS Jimmie.
1905,Uhhuh.
1906,"Do me a favor, will ya?"
1907,Thought I smelled some coffee back there.
1908,Would you make me a cup?
1909,"Uh, yeah, sure."
1910,"Oh, uh, um, how do you take it?"
1911,"Lotsa cream, lotsa sugar."
1912,"About the car, is there anything I need to know? Does it stall?"
1913,Does it smoke? Does it make a lot of noise?
1914,Is there gas in it?
1915,"Aside from how it looks, the car's cool."
1916,Positive?
1917,Don't get me on the road and I find out the brake lights don't work.
1918,"Hey man, as far as I know, the motherfucker's tiptop."
1919,Good enough.
1920,Let's go back to the kitchen.
1921,"EXHALES Here you go, Mr. Wolf."
1922,"Thank you, Jimmie."
1923,Mmm.
1924,"Okay, first thing."
1925,You two.
1926,"Take the body, stick it in the trunk."
1927,"Now Jimmie, this looks to be a pretty domesticated house that would lead me to believe in the garage or under the sink you got a bunch of cleaners or cleansers or shit like that."
1928,"Yeah yeah Mr. Wolf, under the sink."
1929,Good. What I need you two fellas to do is take those cleaning products...
1930,"and clean the inside of the car    I'm talkin' fast, fast, fast."
1931,"You need to go in the back seat, scoop up all those little pieces of brain and skull."
1932,Get it out of there.
1933,Wipe down the upholstery.
1934,It don't need to be spickandspan.
1935,You don't need to eat off it.
1936,Just give it a good onceover.
1937,What you need to take care of are the really messy parts.
1938,"The pools of blood that have collected, you gotta soak that shit up."
1939,"Now Jimmie, we need to raid your linen closet."
1940,"I need blankets, I need comforters, quilts, bedspreads."
1941,"The thicker the better, the darker the better."
1942,No whites. Can't use 'em.
1943,We need to camouflage the interior of the car. We're gonna line the front seat and back seat and floorboards...
1944,"with quilts and blankets, so if a cop stops us and starts stickin' his big snout in the car, the subterfuge won't last, but at a glance the car will appear to be normal."
1945,"Jimmie, lead the way."
1946,"Boys, get to work."
1947,"""Please"" would be nice."
1948,Come again?
1949,"I said, a ""please"" would be nice."
1950,"Get it straight, Buster."
1951,I'm not here to say please.
1952,I'm here to tell you what to do.
1953,"And if selfpreservation is an instinct you possess, you'd better fuckin' do it and do it quick."
1954,I'm here to help.
1955,"If my help's not appreciated, lotsa luck, gentlemen."
1956,"No, Mr. Wolf, it ain't like that; your help is definitely appreciated."
1957,"Mr. Wolf, listen. I don't mean disrespect, okay?"
1958,I respect you.
1959,I just don't like people barkin' orders at me.
1960,"If I'm curt with you, it's because time is a factor."
1961,"I think fast, I talk fast, and I need you guys to act fast if you wanna get out of this."
1962,"So pretty please, with sugar on top, clean the fuckin' car."
1963,"Don't be lookin' at me like that, all right?"
1964,I can feel your look.
1965,It's a 1974 Chevy Nova.
1966,SIPPING Green.
1967,Nothin' except for the mess inside.
1968,"Mmm, about 20 minutes."
1969,Nobody who'll be missed.
1970,"You're a good man, Joe."
1971,Thanks a bunch.
1972,"How we comin', Jimmie?"
1973,"Uh, pretty good."
1974,"I got it all here, but, uh, SIGHS Mr. Wolf, you gotta understand something."
1975,"Winston, Jimmie, Winston."
1976,"Okay. You gotta understand something, uh, Winston."
1977,"Uh    Uh, no, thank you."
1978,"Uh, this is our best linen here, and it's, uh    it was a wedding present..."
1979,from my Uncle Conrad and my Aunt Ginny.
1980,They're not with us anymore. And I really wanna help you guys out and all    Let me ask you a question.
1981,If you don't mind.
1982,"No, no, please."
1983,Go ahead.
1984,"Your Uncle Conrad and Aunt ginny, were they millionaires?"
1985,No.
1986,"Well, your Uncle Marsellus is."
1987,And I'm positive that if Uncle Conrad and Aunt...
1988,Ginny.
1989,"Ginny were here, they would furnish you with a whole bedroom set, which your Uncle Marsellus is more than happy to do."
1990,I like oak myself.
1991,That's what I have in my bedroom.
1992,"How about you, Jimmie?"
1993,You an oak man?
1994,Oak's nice.
1995,"Oh, man, I will never forgive your ass for this shit."
1996,"This is some fuckedup, repugnant shit."
1997,"Jules, did you ever hear the philosophy that once a man admits that he is wrong, that he is immediately forgiven for all wrongdoings?"
1998,Get the fuck out my face with that shit!
1999,The motherfucker that said that shit never had to pick up ittybitty pieces of skull...
2000,on account of your dumb ass.
2001,"I got a threshold, Jules, for the abuse that I will take."
2002,"Right now, I'm a fuckin' race car, and you got me in the red."
2003,I'm just sayin' it's fuckin' dangerous to have a race car in the fuckin' red.
2004,That's all. I could blow.
2005,"Oh, oh, you ready to blow?"
2006,Yeah.
2007,"Well, I'm a mushroomcloudlayin' motherfucker, motherfucker."
2008,"Every time my fingers touch brain, I'm Superfly T.N.T."
2009,I'm the Guns of the Navarone.
2010,"In fact, what the fuck am I doin' in the back?"
2011,You're the motherfucker should be on brain detail!
2012,We're fuckin' switchin'!
2013,"I'm washin' windows, you're pickin' up this nigger's skull!"
2014,"Fine job, gentlemen."
2015,You may get out of this yet.
2016,I can't believe this is the same car.
2017,"Well, let's not start suckin' each other's dicks quite yet."
2018,Phase one is complete    clean the car    which moves us right along to phase two: clean you two.
2019,Strip.
2020,All the way?
2021,WOLF To your bare ass.
2022,"Quickly, gentlemen."
2023,We got about 15 minutes...
2024,before Jimmie's better half comes pulling into the driveway.
2025,"Goddamn, this morning air is some chilly shit."
2026,Are you sure this is absolutely necessary?
2027,You know what you two look like?
2028,VINCENT What?
2029,Like a couple of guys who just blew off somebody's head.
2030,Strippin' off those bloody rags is absolutely necessary.
2031,Toss 'em in Jimmie's garbage bag.
2032,"Don't do nothin' stupid, like leavin' this shit out front for Otto the garbageman to pick up."
2033,You know what I'm sayin'?
2034,"Don't worry, we're taking it with us."
2035,"Jim, the soap."
2036,Vincent.
2037,"WOLF Okay, gentlemen."
2038,"You both been to county before, I'm sure. Here it comes."
2039,Goddamn!
2040,The water's fuckin' cold!
2041,Yo! Yo! Yo!
2042,"Better you than me, gentlemen."
2043,CHUCKLING Don't be afraid of the soap.
2044,Spread it around.
2045,YELLING CONTINUES Get 'em there a little bit.
2046,Vincent's hair.
2047,"Hey, get out of my hair!"
2048,"Come on, do it, goddamn it! Do it!"
2049,"Uh, um    Towel."
2050,WOLF You're dry enough.
2051,Toss 'em their clothes.
2052,WOLF LAUGHING Perfect.
2053,Perfect. We couldn't have planned this better.
2054,"You guys look like    What do they look like, Jimmie?"
2055,Dorks. They look like a couple of dorks.
2056,"LAUGHING BOTH LAUGHING Hahaha. They're your clothes, motherfucker."
2057,"Come on, gentlemen."
2058,We're laughing our way right into prison.
2059,Don't make me beg.
2060,"Okay, gentlemen, let's get our rules of the road straight."
2061,We're going to a place called Monster Joe's Truck and Tow.
2062,Monster Joe and his daughter Raquel are sympathetic to our dilemma.
2063,"The place is North Hollywood, so a few twists and turns aside, we'll be goin' up Hollywood Way."
2064,"Now, I'll drive the tainted car."
2065,"Jules, you ride with me."
2066,"Vincent, you follow in my Acura."
2067,"Now, if we come across the path of any John Q. Laws, nobody does a fuckin' thing 'til I do something."
2068,Right.
2069,What did I say?
2070,Don't do shit unless.
2071,Unless what?
2072,Unless you do it first.
2073,Spoken like a true prodigy.
2074,"How about you, Lash LaRue?"
2075,Can you keep your spurs from jingling and jangling?
2076,"Mr. Wolf, look, the gun went off."
2077,I don't know why.
2078,"I'm cool, I promise you."
2079,"Fair enough. Now, I drive real fuckin' fast, so keep up."
2080,"If I get my car back any different than I gave it, Monster Joe's gonna be disposing of two bodies."
2081,"METAL DOOR SLAMMING ENGINE IDLING Outta my way, Rex."
2082,We cool?
2083,Like it never happened.
2084,VINCENT All right.
2085,"Boys, this is Raquel."
2086,Someday all this will be hers.
2087,"Hi. So, what's with the outfits?"
2088,You guys going to a volleyball game or something?
2089,WOLF LAUGHS I'm takin' milady out to breakfast.
2090,Maybe I could drop you two off.
2091,Where do you live?
2092,Redondo.
2093,Inglewood.
2094,It's    It's your future. I    I see a    a cab ride.
2095,"Move outta the sticks, fellas."
2096,"Say good night, Raquel."
2097,"Good night, Raquel."
2098,I'll see you guys around.
2099,"Stay outta trouble, you crazy kids."
2100,"Mr. Wolf, I just wanna tell you it was a real pleasure watching you work."
2101,"Yeah, really. And thank you very much, Mr. Wolf."
2102,Call me Winston.
2103,"You see that, young lady?"
2104,Respect.
2105,ALARM DEACTIVATES Respect for one's elders shows character.
2106,I have character.
2107,Because you are a character doesn't mean that you have character.
2108,CHUCKLES TIRES SCREECHING Wanna share a cab?
2109,I'd go for some breakfast.
2110,Feel like havin' breakfast with me?
2111,PHONE DIALING Cool.
2112,"I don't know why, I just thought he'd be European or something."
2113,"Yeah, he's about as European as fuckin' English Bob."
2114,I know that now.
2115,But was he cool or what?
2116,Thank you.
2117,"Totally fuckin' cool, in control."
2118,Didn't even really get pissed when you were fuckin' with him; I was amazed.
2119,CHUCKLES Want some bacon?
2120,"No, man, I don't eat pork."
2121,Are you Jewish?
2122,"I ain't Jewish; I just don't dig on swine, that's all."
2123,Why not?
2124,Pigs are filthy animals.
2125,I don't eat filthy animals.
2126,"Yeah, but bacon tastes good."
2127,Pork chops taste good.
2128,"Sewer rat may taste like pumpkin pie, but I'd never know..."
2129,'cause I wouldn't eat the filthy motherfuckers.
2130,Pigs sleep and root in shit.
2131,That's a filthy animal.
2132,I ain't eatin' nothin' ain't got sense enough to disregard its own feces.
2133,How about a dog?
2134,Dog eats its own feces.
2135,I don't eat dog either.
2136,"Yeah, but do you consider a dog to be a filthy animal?"
2137,"I wouldn't go so far as to call a dog filthy, but they're definitely dirty."
2138,But a dog's got personality.
2139,Personality goes a long way.
2140,"Ah, so, by that rationale, if a pig had a better personality, he would cease to be a filthy animal."
2141,Is that true?
2142,We'd have to be talkin' about one charming motherfuckin' pig.
2143,"I mean, he'd have to be that Arnold on Green Acres."
2144,"BOTH LAUGHING Oh, man, that's good."
2145,"That's good, man."
2146,You're startin' to lighten up.
2147,"You've been sittin' there, all serious and shit."
2148,"I just been sittin' here, thinkin'."
2149,About what?
2150,About the miracle we witnessed.
2151,Miracle you witnessed.
2152,I witnessed a freak occurrence.
2153,"What is a miracle, Vincent?"
2154,Act of God.
2155,And what's an act of God?
2156,"When, um, God makes the impossible possible."
2157,But this morning...
2158,I don't think qualifies.
2159,"Hey, Vincent."
2160,"Don't you see, that shit don't matter."
2161,You're judging this shit the wrong way.
2162,"I mean it could be God stopped the bullets, changed Coke to Pepsi, found my car keys."
2163,You don't judge shit like this based on merit.
2164,"Now, whether or not what we experienced..."
2165,was an AccordingtoHoyle miracle is insignificant.
2166,"But what is significant is, I felt the touch of God."
2167,God got involved.
2168,But why?
2169,"Well, that's what's fuckin' with me: I don't know why."
2170,But I can't go back to sleep.
2171,You're serious.
2172,You're really thinkin' about quittin'.
2173,For life?
2174,Yeah.
2175,Most definitely.
