,dialog
1692, Kiss you?
1693,"Yeah, give me one..."
1694,Fuck you!
1695,"Ah, yes, my morning ritual."
1696,First I'd get up and fight with Naomi about whatever it is I did the night before.
1697,Next was a steam so I could sweat out the drugs still in my system.
1698,Then I'd assess the damage.
1699,Drown out my eyeballs.
1700,"Take my ""back pills"" to get the day started, then seek to make up with Naomi."
1701,"Good morning, Daddy."
1702,Where's my kiss?
1703,"Hey, sweetheart."
1704,"Does Daddy get a kiss from both of his little girls, huh?"
1705,"Oh, no."
1706,"No, Daddy doesn't even get to touch Mommy for a very, very, very long time."
1707,Daddy's really sorry about what he said in the other room.
1708,He didn't mean any of it.
1709,Daddy shouldn't waste his time.
1710,"And from now on, it's gonna be nothing but short, short skirts around the house."
1711,"And you know something else, Daddy?"
1712,Mommy is just so sick and tired of wearing panties.
1713, Yeah?
1714, Yeah.
1715,"In fact, she's decided to throw them all away."
1716,"So take a good look, Daddy."
1717,You're gonna be seeing an awful lot of this around the house.
1718,"On, baby..."
1719,"Yeah, Mommy."
1720, Yeah...
1721, But no touching.
1722,"Oh, gosh."
1723,"What's wrong, Daddy?"
1724,Baby.
1725,God!
1726,Look at this shit.
1727,Okay. Mommy likes to play games with Daddy.
1728,"Mommy, have you ever noticed anything odd about Mr..."
1729,Mr. Fuzzy Bear over there?
1730,"His eyes seem to be a little bit odd, don't they?"
1731,"Yeah, there's something a little bit different about his eyes."
1732,"Yes! I think it's true. Say ""Hi,"" Mommy."
1733,"Say ""Hi"" to Rocco and Rocco."
1734,"Say ""Hi."" Hi, fellas."
1735,"See that, huh?"
1736,"Of all the fucking days, she chooses today to give me blue balls!"
1737,"I mean, today was the biggest day in Stratton's history, and I needed to be thinking straight."
1738,"Hey, Jordan!"
1739, Welcome.
1740, Steve here yet?
1741,This was the day that we launched the Steve Madden IPO.
1742,"Troops are all here, everyone's all rallied, excited."
1743,Everything had to run tight.
1744,It had to be perfect.
1745,What the fuck is that kid doing?
1746,What's he doing?
1747,The biggest IPO in this firm's history.
1748,What the fuck is he doing?
1749,Is he... Is he wearing a bow tie?
1750,Hi.
1751,How're you doing?
1752,Good.
1753,You cleaning the fish bowl?
1754,I just... I had a minute and...
1755,You had a minute.
1756,And today you needed to clean the fish bowl? Today?
1757,I had finished my paperwork and I had a couple of minutes.
1758,Okay. Nice to meet you.
1759,On new issue day?
1760,"On cocksucking, motherfucking new issue day?"
1761,This is what you do?
1762,"Hey, everybody, listen up!"
1763,This is what happens when you fuck with your pets on new issue day!
1764,"Take your little bow tie, get your shit, and get the fuck out of my office!"
1765,You understand?
1766,Get the fuck out!
1767,Everybody on point!
1768,We are here to make money.
1769,Everybody on point.
1770,"A real wolf pit, which is exactly how I liked it."
1771,"Jordan, look what I caught in the lobby."
1772,I caught a genius.
1773,Enter Steve Madden.
1774,The great American cobbler.
1775,Redhot ladies footwear impresario.
1776,"And thanks to Donnie, we were taking his company public."
1777,Stratton Oakmont was crawling out of the primordial ooze.
1778,Pond scum no more.
1779,That's why they gotta see your face.
1780,You get them fired up so they push the shit out of this stock. Okay?
1781,"And not only that, Donnie and I secretly owned 85% of Steve Madden Shoes, which legally speaking was a big nono, but we'd get filthy fucking rich if our troops got behind it."
1782,Our job was to get them worked up.
1783,But not too worked up.
1784,Hello. If...
1785,For those of you who don't know me...
1786,My name's Steve Madden.
1787,"Yeah, we know who you are."
1788,Your name is on the box.
1789,Get the shoes. Show them the shoes.
1790, Show them the shoes.
1791, Okay. Yeah.
1792,"Anyway, you know, this shoe is pretty cool."
1793,"This is the Mary Lou, which is really the shoe that put me on the map."
1794,"Without it, I wouldn't be here."
1795,It's a fat girls' shoe!
1796,Believe it or not...
1797,"Believe it or not though, the Mary Lou is actually the same as the Mary Jane, but it's black leather."
1798,"Whoa, whoa, whoa!"
1799,Fight back! Come on!
1800,Where you at? Where you at?
1801,All right!
1802,Let's give it up for Steve Madden and his awesome Mary Lou!
1803,Hold that up. Hold that up.
1804,Hold that up proud!
1805,Give him a round of applause!
1806,"You guys got that out of your systems, huh?"
1807,You having a good afternoon or what?
1808,I wanna take a moment and tell you why Steve here is so absolutely off the fucking wall.
1809,It's because this man is a creative genius.
1810,"This ability, this gift that Steve has, it goes beyond just spotting the hottest shoe trends."
1811,Steve's power is that he creates trends.
1812,You understand?
1813,Artists like Steve come along once every decade.
1814,"I'm talking Giorgio Armani, Gianni Versace, Coco Chanel, Yves Saint Laurent."
1815,"Steve, come over here for a second."
1816,"I don't think you all realize that Steve Madden is the hottest person in the women's shoe industry, with orders going through the roof at every department store in North America right now."
1817,We have him here in our office!
1818,We should thank our fucking lucky stars this man is here!
1819,"We should be on our hands and knees right now, getting ready to suck this guy off!"
1820,Like this! Okay?
1821,"I wanna suck you off, Steve!"
1822,Everyone's gonna suck you off!
1823,This is our golden ticket to the fucking chocolate factory right here!
1824,"And I wanna meet Willy fucking Wonka, okay?"
1825,I wanna be with the fucking Oompa Loompas like this!
1826,"All right, get off this fucking stage!"
1827,Get out of here.
1828,"All right, I want all of you to focus for a second."
1829,See those little black boxes?
1830,They're called telephones.
1831,I'm gonna let you in on a little secret about these telephones.
1832,They're not gonna dial themselves. Okay?
1833,"Without you, they're just worthless hunks of plastic."
1834,Like a loaded M16 without a trained Marine to pull the trigger.
1835,"And in the case of the telephone, it's up to each and every one of you, my highlytrained Strattonites."
1836,My killers!
1837,"My killers, who will not take no for an answer!"
1838,"My fucking warriors, who will not hang up the phone until their client either buys or fucking dies!"
1839,Let me tell you something.
1840,There is no nobility in poverty.
1841,I have been a rich man and I have been a poor man.
1842,And I choose rich every fucking time.
1843,"Because at least as a rich man, when I have to face my problems, I show up in the back of a limo, wearing a $2,000 suit and a $40,000 gold fucking watch!"
1844,Duke it out! Hit him!
1845,Get the fuck off me!
1846,"And if anyone here thinks I'm superficial or materialistic, go get a job at fucking McDonald's, 'cause that's where you fucking belong!"
1847,"But before you depart this room full of winners, I want you to take a good look at the person next to you. Go on."
1848,"Because sometime in the notsodistant future, you're gonna be pulling up to a red light in your beatup old fucking Pinto, and that person's gonna be pulling up right alongside you in their brand new Porsche with their beautiful wife by their side, who's got big voluptuous tits."
1849,And who're you gonna be sitting next to?
1850,"Some disgusting wildebeest with three days of razorstubble, in a sleeveless muumuu, crammed in next to you in a carload full of groceries from the fucking Price Club!"
1851,That's who you're gonna be sitting next to!
1852,So you listen to me and you listen well.
1853,Are you behind on your credit card bills?
1854,Good! Pick up the phone and start dialing!
1855,Is your landlord ready to evict you? Good!
1856,Pick up the phone and start dialing!
1857,Does your girlfriend think you're a fucking worthless loser?
1858,Good! Pick up the phone and start dialing!
1859,I want you to deal with your problems by becoming rich!
1860,All you have to do today is pick up that phone and speak the words that I have taught you.
1861,And I will make you richer than the most powerful CEO in the United States of fucking America!
1862,Yeah!
1863,"Fuck, yeah!"
1864,I want you to go out there and I want you to ram Steve Madden stock down your clients' throats until they fucking choke on it!
1865,"Till they choke on it and they buy Yeah! Fuck, yeah."
1866,You be ferocious!
1867, You be relentless!
1868, Yeah!
1869,You be telephone fucking terrorists!
1870,Now let's knock this motherfucker out of the park!
1871,"At 1:00 p.m., we opened the stock for sale at $4.50 a share."
1872,"By 1:03, it was over $18."
1873,Even the big Wall Street firms were buying.
1874,"Of the two million shares offered for sale, a million belonged to me, held in phony accounts by my ratholes."
1875,Now once the price hit the high teens...
1876,You know what? Who gives a shit?
1877,"As always, the point is this."
1878,$22 million in three fucking hours!
1879,Can you believe this shit?
1880," I fucking love this, baby!"
1881, It's amazing!
1882,Jordan!
1883,Barry Kleinman's on the phone  from Future Video.
1884, Who?
1885,I don't know. He shot at your wedding.
1886,He says it's urgent.
1887,Urgent? Who the fuck is Barry Kleinman?
1888,"Oh, my God, you wanna marry me?"
1889,You're in love with me?
1890,Yeah. Go fuck your cousin!
1891,"Hey, Barry, what's up?"
1892,"Listen, I got this subpoena."
1893,Subpoena? What the fuck are you talking about?
1894,"Yeah, the FBI, they want a copy of your wedding video."
1895,The fucking FBI?
1896, You fucking kidding me?
1897, Listen to me.
1898,His name is Denham.
1899,He's an agent with the New York office.
1900,What's his problem?
1901,He's a Boy Scout.
1902,He thinks you're fucking Gordon Gekko.
1903,What does he want with my wedding video?
1904,It's like an invasion of my privacy.
1905,You know what I'm saying? It's like...
1906,"It's intrusive, you know."
1907,He's got pictures of your whole inner fucking circle.
1908,"Pictures, names of the people."
1909,You know what he's trying to do?
1910,Exactly what he's doing.
1911,Look at yourself.
1912,"He's trying to rattle you, he's trying to rattle your old lady, so she nags you until you become a fucking witness."
1913,He wants me to rat on myself?
1914,He wants me to give information about my...
1915,"Listen. The good fucking news is, you know I know everybody downtown, I call up the Justice Department, the DEA, nobody even knows you fucking exist, so calm down!"
1916,They don't know I exist?
1917, No.
1918, That's good.
1919,But you...
1920,"You know who he is, right?"
1921, Yeah.
1922," So, if I just wanted to get some more information, just find out what he knows, you could go to his house, right?"
1923,"Tap his phones a little bit, bug him."
1924,You could get some information...
1925,You don't fuck with these guys like that.
1926,You don't fuck with them like that.
1927,"What are you, nuts or something?"
1928,This is what you fucking do.
1929,What do I pay you for?
1930,"I have a fucking P.I. license, you know?"
1931,I make a living at this.
1932,I'm not a cop anymore.
1933,"They'll take my fucking license away from me, all right?"
1934,Okay.
1935,"Okay, if I can't do that, can I just..."
1936,Can I give the guy a call?
1937, Why? Is that...
1938, Jordan. Jordan.
1939,Do me a favor?
1940,The only one who calls this guy is your fucking lawyer.
1941,"I can't call him, right?"
1942, It's against the rules?
1943," I told you, whatever the fuck you say to him, he's gonna use against you."
1944,Don't you understand?
1945,"He's smart, you're dumb."
1946,Fucking bullshit.
1947,"Are we fucking talking tonight, or are you gonna get schwacked?"
1948,"The last time you took these fucking pills, you put your head in the fucking macaroni. I had to pick it up."
1949,All right.
1950,"Okay, I won't call him."
1951,"Hey, fellas! Come on board."
1952,The plank's right around there.
1953,Welcome!
1954,What a nice day.
1955,Hey.
1956,Welcome aboard.
1957,Jordan. Welcome aboard the Naomi.
1958,Pleasure to meet you.
1959,Agent Denham. This is Agent Hughes.
1960,"Hi, how are you?"
1961,"Let me introduce you. This is Nicole, Heidi. Come on. Don't be shy."
1962,What are you guys all shy for?
1963,Don't be scared.
1964,These are friends of Stratton.
1965, It's a pleasure.
1966, Hello.
1967,Your message said that you wanted to speak privately.
1968,Right. I do want to speak privately.
1969,"Give us a minute, huh, ladies?"
1970,Let me know if I can get you anything.
1971,We'd be happy to help.
1972,You guys hungry?
1973,Want something to eat?
1974,"Got some pasta, shrimp, lobster."
1975,I got whiskey.
1976,Any kind of booze you want.
1977,You know what?
1978,The Bureau doesn't allow us to drink while we're at sea.
1979,Duh! Of course.
1980,Ever been on one of these before?
1981,A boat?
1982,I learned how to sail when I was six.
1983,No shit. Is that right? Really?
1984,"On one like this, though?"
1985,I had the whole front extended in order to fit the chopper up there.
1986,See that?
1987,"Anyway, this is for you."
1988,It's a complete list of every person that was at my wedding.
1989,I understand you wanted the whole wedding video.
1990,"Figured this would help expedite the whole process, right?"
1991, There you go.
1992," Look, my point is that I know you're investigating Stratton."
1993,"But for the life of me, I can't figure out why."
1994,"I know we're a little unorthodox, we're a little loud in the way we do things."
1995,"But you gotta understand, we're the new guys on the block, you know, we're trying to make a name for ourselves."
1996,"But I want you to understand, we don't do anything illegal."
1997,Whatsoever.
1998,"I mean, you could talk to the SEC."
1999,They were at my office 15 times over the last six months.
2000,"I mean, I got... I got nothing to hide."
2001,"Well, you know the SEC is a civil regulatory agency."
2002,We pursue criminal activities.
2003,"Exactly! You go after real criminals, which makes me wonder what the hell you're investigating me for?"
2004,"I mean, honestly..."
2005,What is it that you think that we did or do? I don't get it.
2006,"Well, I..."
2007,"Look, Jordan, I can't discuss an ongoing investigation."
2008,"No, I get that. No, I understand."
2009,With that said...
2010,This case got dumped on my desk...
2011, Did it?
2012," You know, by a higherup who needs to make a show of looking into the new company on the block,  with all the press and everything."
2013, New loud guys.
2014,And then I end up being the schmuck who does the looking. Exactly.
2015,"It's just, you know... It bothers me."
2016,We're the new guy. We're the one that's banging on Wall Street's door.
2017,"I mean, you should..."
2018,You should see what's going on at the bigger firms.
2019,"I mean, I know all the information."
2020,"It's true! Goldman, Lehman Brothers, Merrill..."
2021,Collateralized debt obligations?
2022,This Internet stock bullshit?
2023,"I mean, it's a fucking travesty."
2024,I could take you stepbystep through what exactly is occurring.
2025,All you have to do is ask.
2026,I'm available.
2027,That's exactly what I wanted to hear.
2028,I don't see why a little sitdown like this can't be profitable for the both of us.
2029,It should. Right?
2030,It should profit the both of us.
2031, It should.
2032, Look.
2033,I'm gonna give you my personal line.
2034,"Five days a week, you just call me, feel free."
2035, I'll do that.
2036, Great.
2037,Are you sure you guys don't want something to drink?
2038,You're not hungry? Nothing?
2039, Nothing? No?
2040," Oh, no."
2041,"Let me ask you, and if you don't wanna get too personal, just tell me to shut up at any time."
2042,Did you try to get your broker's license at one time?
2043,Did I hear that right? Were you trying to take a stab at Wall Street?
2044, No?
2045, Who you been talking to?
2046,Who the fuck you been talking to?
2047,"Well, you're investigating me."
2048,I hear things.
2049,You know what I mean?
2050,You ever think about what would've happened if you would have stayed the course?
2051,You know what?
2052,"When I'm riding home on the subway and my balls are fucking sweating, I'm wearing the same suit three days in a row..."
2053,"Yeah, you bet I do."
2054,I've thought about it before.
2055,"Who wouldn't, right?"
2056,"Right, who fucking wouldn't?"
2057,What do you get...
2058,"Another personal question, no need to answer..."
2059,"No, that's all right, Jordan."
2060,"What do you pull in? 50, 60K?"
2061,Something like that?
2062,A year? In the ballpark?
2063,"Well, I..."
2064,Let's put it this way.
2065,You get a free handgun when you sign up for the Bureau.
2066,"No, but it fucking pisses me off."
2067,You know what I mean?
2068,"You think about the people that built this country, hardworking people like you."
2069,"Firefighters, teachers, FBI agents."
2070,"End of the day, you guys get fucking skinned alive financially."
2071,It fucking makes me angry.
2072,"Now the one thing about Wall Street and this market is, for me, I feel it's good to give back."
2073,"You know, there's..."
2074,There are situations where I can make those situations better for people.
2075,You know?
2076,You know what I mean.
2077,Opportunity...
2078,is everything.
2079,Exactly.
2080,"Take for example, I got this one kid, right?"
2081,"Went to school for environmental science, something like that."
2082,He was bogged down by student loans.
2083,"Turns out, his mother needed triple bypass surgery."
2084, Jesus.
2085, Right. Horrible situation.
2086,Sure.
2087,But we got him into the market at the right time and chose the right stock.
2088,We gave him the right guidance.
2089,"Boom! Overnight, changed his entire life."
2090,Got to put his mother into the best hospital in New York City.
2091,"It didn't work out for her, granted, she passed away, unfortunately."
2092,But we gave him that opportunity.
2093,You know what I'm saying?
2094,"It's just about setting up the right team, and then overnight your life can change."
2095,What does... What does an intern...
2096,What does an intern make in a deal like that?
2097,"Well, in that situation, in that particular trade, and it was one trade, north of half a million dollars."
2098,"And I'd do that for anybody, you know, anybody that needs the proper guidance."
2099,"Can you say that again, just the way you said it?"
2100,Just the same way.
2101,I don't know what you're talking about.
2102,"Oh, come on! You know what I'm talking about."
2103,I think what Jordan just did is he...
2104, If I'm not mistaken...
2105, No.
2106,You just tried to bribe a federal officer.
2107,"No, technically I didn't bribe anybody."
2108,"No, no, that's not the conversation I heard, Jordan."
2109,"No, no, according to the U.S. criminal code, there needs to be an exact dollar figure for the exchange of services."
2110,That would not hold up in a court of law.
2111,"Nah, it's not how I heard it."
2112,"No, no, no, that's the truth."
2113,But I want to tell you this.
2114,Yeah.
2115,The same gentleman that told me that you tried to get your broker's license also told me that you are a straight arrow.
2116,He ran a security check on me.
2117,Well...
2118,"Yeah, when you sail on a boat fit for a Bond villain, sometimes you need to play the part. Right?"
2119,I think it's time you both get the fuck off my boat.
2120,What do you say?
2121,"You know, Jordan, I'll tell you something."
2122,"Most of the Wall Street jackasses that I bust, they're to the manor born."
2123, Is that right?
2124, Yeah.
2125,"Their fathers are douchebags, just like their fathers before them."
2126,But you...
2127,"You, Jordan, you got this way all on your own."
2128,Did I?
2129," Good for you, little man."
2130, Little man?
2131,Good for you.
2132,"Me, the little man?"
2133,And let me tell you something.
2134,Let me tell you something else.
2135,"Honestly, I'm not bullshitting here, this is one of the nicest boats that I've ever been on, I gotta tell you."
2136, I bet it is.
2137,"And you know what I was just thinking, too?"
2138,The fucking hero that I'm gonna be back at the office when the Bureau seizes this fucking boat.
2139,"Because, I mean, fucketyfuckfuck, Jordan, look at this thing!"
2140,It's beautiful!
2141,And you got the beautiful girls there.
2142,It's wonderful.
2143,"All right, get the fuck off my boat."
2144,I'm sure we'll be seeing each other...
2145,real soon.
2146, I'm sure.
2147,"Good luck on that subway ride home to your miserable, ugly fucking wives."
2148,I'm gonna have Heidi lick some caviar off my balls in the meantime.
2149,"Hey, you guys want to take some lobsters for your ride home?"
2150,"Fucking miserable pricks, I know you can't afford them!"
2151,Fucking cheap fucks.
2152,Fucking miserable pricks.
2153,"Hey, fellas! Look what I found in my pocket! Look!"
2154,A year's salary right here.
2155,You know what I call them?
2156,Fun coupons!
2157,See that!
2158,They're fun coupons!
2159,Switzerland?
2160,What the fuck is in Switzerland?
2161,"Swiss fucking banks, that's what."
2162,It was asscovering time.
2163,I had to hide my money.
2164,Enter Rugrat.
2165,He knew this Swiss banker from law school.
2166,That's for European pussy!
2167,But he was in Geneva.
2168,And there was no way I was gonna make that flight sober.
2169,"So I knew if I took my drugs right, I could sleep through the entire flight."
2170,But I had to take them just right.
2171,"At 4:00 p.m., I popped a few more ludes, which started kicking in by the time I finished my sales meeting."
2172,My tingle phase.
2173,"By dinner, I popped a few more on top of some cocktails and a Valium or two."
2174,My slur phase.
2175,"By 8:30, I took a few more ludes and pretty much lost all my motor skills."
2176,This was the drool phase.
2177,"And by 10:00, I didn't know who or what the fuck I was."
2178,The amnesia phase.
2179,We boarded the plane just before midnight.
2180,Wow! Look at you!
2181, You're beautiful.
2182," Excuse me, sir."
2183,His sleeping pills just kicked in.
2184,He's all right.
2185,"May I see your boarding passes, sir?"
2186,We have the boarding passes.
2187,"Jesus Christ, I wanna fuck her."
2188,Hey! Fucking relax.
2189,"Oh, my God!"
2190,You got your hand on my fucking cock!
2191,I don't. Cut it out.
2192,He's got his hand on my dick again.
2193,I'm just trying to buckle you up.
2194,You got your hand on his dick?
2195,You gotta stop doing that in public places.
2196,"Oh, my God. Take it off!"
2197,Take it off!
2198,I heard there's a treasure map under here.
2199," Stop! I know, miss."
2200," Excuse me, sir."
2201,Please sit down.
2202, Watch it.
2203," Go back to your seat, please."
2204, What are you upset about?
2205, Please go back to your seat.
2206,I will have to call the captain.
2207,"Please, sir, please, sir. Sit down."
2208,Please sit down!
2209, I'm going! Stop.
2210," Okay, sorry."
2211,We apologize. We're gonna go to sleep.
2212,Question. I wanna ask you a question.
2213,"Fasten your seat belt, sir."
2214,We cannot take off if you haven't fastened  your seat belt.
2215," I'm really horny, too."
2216,Sit down. Fasten it.
2217," Right. Okay, I'll sit down..."
2218, I will do it for you.
2219, What?
2220, I'll do it for you.
2221,You gotta speak English.
2222,We don't understand this language you're speaking.
2223,I Will help him With his seat belt.
2224, You gotta put it on right.
2225," Sit back. Sit back, sir."
2226, There you go.
2227, All right. I'll just lean back...
2228,"Bitte, Hilfe!"
2229,Jesus Christ!
2230,Fuck!
2231,Donnie...
2232,"Donnie, this isn't funny."
2233,"You gotta untie me, buddy."
2234,I can't untie you.
2235,The captain tied you up.
2236,He almost fucking tasered you.
2237,Why?
2238,Why?
2239,He's got a fear of flying.
2240,"He's very nervous on planes, I'm sorry, it's not you, sweetheart, don't beat yourself up."
2241,"Easy, easy. He's fine."
2242,He's just a nervous flyer.
2243,You were screaming at people.
2244,"Oh, fuck off."
2245,You were on the floor rolling around and shit.
2246,"Oh, Jesus."
2247,You called the captain the Nword.
2248,I called the captain the Nword?
2249," Yeah, he was very upset."
2250, Really?
2251, Luckily we're in first class.
2252, Jesus.
2253,"Jesus Christ, I think you have a fucking drug problem."
2254,Where are the ludes?
2255,Where are the ludes?
2256,They're up my ass. Don't worry about it.
2257, I got it.
2258, Okay.
2259,Thank God.
2260,"Jesus Christ, what are we gonna do when we get to Switzerland, buddy?"
2261,This is bad.
2262,Fucking things are against my chest. I can't breathe.
2263,"Come on, do something to calm me down. Please."
2264,"Okay, shut the fuck up. Shut the fuck up."
2265,Okay.
2266, That's good.
2267, Go to sleep.
2268,"Rub it harder, buddy."
2269,You're all right.
2270,We all love you. Shut the fuck up!
2271,"Mr. Belfort, you're free to go."
2272,Really?
2273," Hey, Donnie."
2274, Yeah?
2275,"When we get out there, try not to act like yourself."
2276,"Okay? Let's make Geneva an assholefree Donnie zone, all right?"
2277,What are you fucking coming at me for?
2278,"Hey, listen. The only reason you're sitting in this limo and not in a Swiss jail is because of my friend. Okay?"
2279,Hilfe!
2280,We're here. We're here.
2281,Everyone calm down.
2282,Jordan Belfort!
2283,At last.
2284,Nicholas has told me so much about you.
2285,"Jordan, Jean Jacques Saurel."
2286, Pleasure to make your acquaintance.
2287, Nice to meet you.
2288,It's a joke.
2289,You'll understand when you're in the fucking seat.
2290,You need a bigger couch. For guests.
2291,"Yeah. Yeah, yeah."
2292,I don't understand. I'm sorry.
2293,I'm curious about your bank secrecy laws here.
2294,"Wait. Yes. Excusezmoi, Jordan."
2295,Swiss custom requires 10 minutes of...
2296,"Blah, blah, blah."
2297, Chit chat.
2298," Yeah, chit chat, thank you."
2299,Before business can be discussed.
2300,Yeah.
2301,Of course.
2302,Let's get down to it.
2303,What would you like to know?
2304,"Under what circumstances would you be obligated to cooperate with an FBI or a U.S. Justice Department investigation, for example?"
2305,  a depend.
2306,  a depend?
2307,Oui.
2308,"  a depend on what, exactly?"
2309,Whether America plans to invade Switzerland in the coming months.
2310,Shall I check if tanks are rolling down the Rue de la Croy?
2311, Yes. Rue de la Croix.
2312, Croix. Croix.
2313,Not Croy. Not Rue de la Croy. It's Croix.
2314,"See, this is what he used to do back in law school. Check me."
2315, Champagne. Champagne.
2316, Yeah.
2317,"Yeah, yeah."
2318,"French fries, pommes frites."
2319, And that kind of stuff.
2320, That's funny.
2321,"What I'm asking, you Swiss dick, is are you going to fuck me over?"
2322,"I understand perfectly, you American shit."
2323,The only way the Banque R  al de Gen  ve would cooperate with a foreign legal body is if the crime being pursued is also a crime in Switzerland.
2324,But there are very few Swiss laws which apply to your practices.
2325,"From a financial standpoint, you are now in heaven."
2326,"See, I told you he was fantastic, right?"
2327,"If the U.S. Justice Department sent us a subpoena, it would become papier toilette."
2328,We would wipe our ass with it.
2329,"Unless, of course, it was an investigation into stock fraud, which is a crime here in Switzerland, if I'm correct."
2330,"Then there would have to be coop  ration on your part, ...if I'm not mistaken."
2331, Yes.
2332,"Yes, we would."
2333,Assuming the account is under your name.
2334,"If it were another name, a friend's, camarade..."
2335,Cousin?
2336, Relative?
2337, Yeah.
2338,Was that yodeling I just heard or did you just say what I thought you said?
2339,Yes. Yes.
2340,He's telling me to use a fucking rathole.
2341,But a U.S. rathole would never get into Switzerland with all that money.
2342,What I needed was a rathole with a European passport.
2343,Jordan.
2344,"Hey. How's my favorite aunt, huh?"
2345,Welcome. Was the traffic terrible?
2346,"Oh, no, not at all."
2347,"Jordan, come in."
2348,Thank God Aunt Emma didn't need too much convincing.
2349,Turned out the British weren't too different from the Swiss.
2350,Money talks and bullshit takes the bus.
2351,"How do you say ""rathole"" in British?"
2352,"If you get into any trouble whatsoever, I'll come forth immediately."
2353,I'll say that I duped you.
2354,That I promise.
2355,"Risk is what keeps us young, isn't it, darling?"
2356,"Sometimes I wonder if you let money get the best of you, my love."
2357,Among other substances.
2358,"It's that obvious, huh?"
2359,"It's chilly, darling, and you're sweating bullets."
2360,What can I say? I'm...
2361,I'm a drug addict.
2362,I really am.
2363,"Cocaine, pills, whatever it is, I'll fucking do it."
2364,Now that's the truth.
2365,I mean...
2366,"I'm a sex addict, too."
2367,"Well, there are worse things to be addicted to than sex."
2368,"Jesus, why am I telling you all this?"
2369,Why am I...
2370,I'm sorry.
2371,Because I'm very easy to talk to.
2372,You are. You are easy to talk to.
2373,I suppose it's...
2374,"Just my job, you know."
2375,All these people dependent on me.
2376,"Tens of millions of dollars at stake, you know."
2377,Sometimes I feel like I...
2378,"I've bitten off more than I can chew, you know."
2379,You're a man with large appetites.
2380,Yeah.
2381,Is she fucking hitting on me?
2382,Yeah.
2383,"Yeah, I am."
2384,"I suppose I put that on myself though, right?"
2385,My decision.
2386,It's just hard to...
2387,"Hard to learn to control the anxiety sometimes, you know?"
2388,"You know, to..."
2389,Learn to relax and let go and...
2390,To release the tension.
2391,She is hitting on me.
2392,Holy shit!
2393,"Yeah, to release the tension."
2394,I suppose we...
2395,We all just need to learn...
2396,"Learn to do what comes naturally in life, you know?"
2397,Is he fucking hitting on me?
2398,"Stability, dear."
2399,Family.
2400,"You take care of my niece, my love."
2401,I'll take care of everything over here.
2402,Deal.
2403,Come on! There you go.
2404,"We had, literally, a fuckload of money."
2405,Aunt Emma could never carry all this by herself.
2406,"So I thought to myself, who else has a European passport?"
2407,"Brad, you're making this too fucking tight!"
2408,"Now Brad, as a successful drug dealer, spent his winters in the south of France, which is where he met his wife, Chantalle, a stripper of Slovenian origin born, in of all places, Switzerland."
2409,"Well, this is fucked."
2410,No shit.
2411,"Like, this will take her like 50 trips."
2412,I know.
2413,Let me ask you something?
2414,What about her family? Right?
2415,"I mean, they all got Swiss passports, right."
2416,"She's got parents, she's got a brother, right?"
2417,The brother's got a wife.
2418,That's five fucking people.
2419,"Six, seven trips, boom, right?"
2420,They're all fucking Swiss nitwits like her.
2421, They'll do it.
2422, We could do that.
2423,"At least I have a family, you crookednose fuck!"
2424,"Hey, don't forget about my money."
2425,"I'm sorry, what's that?"
2426,"Yeah, I forgot to tell you."
2427,He's got some...
2428, He's got some money.
2429, My money.
2430,I got a couple of mil coming in like a week.
2431,"When it gets in, I'll give you a call, you come pick it up."
2432,You give me a call?
2433,"When it gets here, I'll give you a call and you'll come pick it up."
2434,"Well, we don't fucking work for you, man!"
2435,"Sweetheart, you have my money taped to your tits."
2436,"Okay? Technically, you do work for me."
2437,"Hey, Jordan, we're gonna need to talk."
2438,"If I fucking do this, I'm telling you right now, I ain't going to him, okay."
2439, I'm not a fucking shvartze.
2440, I got it.
2441,"I don't do fucking pickups, all right?"
2442, I got it.
2443," Well, listen to me."
2444,We meet some place that I fucking say.
2445,"And you tell that fucking piece of shit, he comes correct."
2446, I will.
2447,"He comes in all fucking loopy and fucked up, I swear to God I'll mash that douchebag's teeth in."
2448,You're gonna mash whose fucking teeth in?
2449,Whose fucking teeth are you gonna mash in?
2450,I put the money on that fucking table! Not you!
2451,I'm the reason we have this whole fucking deal!
2452," He's got a gun, you fucking idiot!"
2453, Fuck his gun!
2454,I put that money in there!
2455,You know what?
2456,You're a fucking pill dealer.
2457,"I got five more just like you, bro."
2458,"Keep talking, you fucking piece of shit!"
2459,You know what else?
2460,You dress like shit!
2461,So fuck you!
2462, Fucking motherfucker!
2463, Oh! Jesus!
2464,"How about that, faggot?"
2465,Who's a faggot?
2466,"You okay? Hey, pal."
2467,"The next day, Aunt Emma flew to Geneva."
2468,"Two million in cash in her carryon, which in the big picture was a drop in the Swiss bucket."
2469,"'Cause the following month, over the course of six round trips, Chantalle's family and friends smuggled in over 20 million in cash without even a hiccup."
2470, And I have some more.
2471, Really?
2472, Here.
2473," Oh, thank you."
2474,And here.
2475, Welcome.
2476, Welcome.
2477,"Yeah, like four bags of it."
2478,Are you SwissSlovakian or SwissSlovenian?
2479, Slovenian.
2480, Slovenian?
2481,Who cares. You're blonde.
2482,"Oh, stop."
2483,Shit.
2484,"Just put the fucking car in park, you dumb fucking idiot!"
2485,I can't close this briefcase.
2486,One fucking day.
2487,"One fucking day, you couldn't keep it together?"
2488,"I'm fucked up, Brad."
2489, Gotta be fucking kidding me.
