,dialog
1695,On what?
1696,That I shake your hand?
1697,"Oh, then I'm afraid I must insist in the opposite direction."
1698,You know what I think you are?
1699,What you think I am?
1700,"No, I don't."
1701,I think you are a bad loser.
1702,And I think you're an abysmal winner.
1703,"Nevertheless, here in Chickasaw County a deal, ain't done..."
1704,until the two parties have shook hands.
1705,"Even after all that paper signing, don't mean shit..."
1706,you...
1707,don't shake my hand.
1708,"If I don't shake your hand, you're gonna throw away $12,000?"
1709,I don't think so.
1710,Mr. Pooch?
1711,"If she tries to leave here before this niggerloving German shakes my hand, you cut her ass down."
1712,You really want me to shake your hand?
1713,I insist.
1714,If you insist.
1715,No! Calvin!
1716,Calvin!
1717,I'm sorry.
1718,I couldn't resist.
1719,Nigger's gone crazy! Help!
1720,"Help, he's killing everyone!"
1721,Holy!
1722,Shit! Son of a bitch!
1723,Damn it! Fucking!
1724,Get the...
1725,"Damn it, son of a bitch!"
1726,What? Fucking...
1727,Goddamn it!
1728,What the fuck is going on?
1729,You shot me!
1730,You stupid son of a bitch!
1731,"Sorry, Jessie!"
1732,Who the fuck gave a nigger a goddamn gun?
1733,Aim low!
1734,Nigger! Gonna kill!
1735,Oh God!
1736,"Oh, my God!"
1737,Motherfucker!
1738,Shit!
1739,Shit.
1740,Hold your fire!
1741,Hold your fire!
1742,"Stop shooting, goddamn it!"
1743,Django!
1744,What?
1745,We got your woman!
1746,Billy Crash here got his pistol upside her head.
1747,"You don't stop all that carrying on, he gonna blow her goddamn brains out."
1748,"And that ain't no threat, horse boy."
1749,That there is a promise.
1750,Or...
1751,"you can give up, throw your gun out..."
1752,we won't kill Hilda.
1753,Horseshit!
1754,"Honest lnjun, Django."
1755,I swear before God.
1756,"You give up, ain't no harm gonna come to her."
1757,And I'm supposed to believe your black ass?
1758,"Personally, I don't give a good goddamn what you believe or don't believe!"
1759,"I believe if you don't give up in the next ten seconds, we gonna blow this bitch's brains out!"
1760,Believe that!
1761,Don't do it.
1762,You give me up.
1763,Six!
1764,Just let me go.
1765,Seven!
1766,They got too much.
1767,Django.
1768,Eight!
1769,I love you.
1770,Nine!
1771,Hold it!
1772,No.
1773,I give up.
1774,"I can't hear you, nigger."
1775,"I said, I give up!"
1776,No!
1777,No!
1778,"Cockadoodledo, nigger."
1779,So you all bounty hunters?
1780,I knew there was something fishy about you all.
1781,We found your wanted posters...
1782,and book of figures in your saddlebags.
1783,I got to say...
1784,I ain't never heard of no black bounty hunter before.
1785,Black boy paid to kill white men?
1786,How'd you like that line of work?
1787,Probably pretty good while it lasted?
1788,"Time to say good night to them nuts, blackie."
1789,On three.
1790,One.
1791,I got you.
1792,Two.
1793,"Calm down, now, here it comes."
1794,Captain?
1795,Miss Lara want to see you.
1796,Something to do with the Old Man's funeral.
1797,"Oh, and she changed her mind about snipping Django."
1798,She gonna give him to the LeQuint Dickey people.
1799,"Well, she didn't waste a minute telling me."
1800,How disappointing.
1801,You leaving.
1802,"This here, what you take with you."
1803,Your black ass has been all them motherfuckers at The Big House could talk about for the last few hours.
1804,Seem like white folk ain't never had a bright idea in they life was coming up with all kinds of ways to kill your ass.
1805,"Now mind you, most of them ideas had to do with fucking with your fun parts."
1806,"Now, that may seem, like a good idea, but truth is, when you snip a nigger's nuts, most of them bleed out in, oh, about..."
1807,seven minutes.
1808,Most of them.
1809,"Well, more than most."
1810,Then I says.
1811,Shitfire.
1812,The niggers we sell to LeQuint Dickey got it worse than that.
1813,And they still saying.
1814,Let's whip him to death.
1815,Or Throw him to the Mandingos.
1816,Feed him to Stonesipher's dogs.
1817,And I said.
1818,What's so special about that?
1819,We do that shit all the time.
1820,Hell's bells.
1821,"The niggers we sell to LeQuint Dickey, got it worse than that."
1822,"Lo and behold, out of nowhere, Miss Lara come up with the bright idea, of giving your ass to the LeQuint Dickey Mining Company."
1823,"And as a slave, of the LeQuint Dickey Mining Company, henceforth, till the day you die, all day, every day, you will be swinging a sledgehammer, turning big rocks, into little rocks."
1824,"Now, when you get there, they gonna take away your name, give you a number, and a sledgehammer, and say, get to work!"
1825,"One word of sass, they cuts out your tongue."
1826,And they good at it too.
1827,You won't bleed out.
1828,They does that real good.
1829,They gonna work ya.
1830,"All day, every day, till your back give out."
1831,"Then they're gonna hit you in the head with a hammer, throw your ass down the nigger hole."
1832,And that...
1833,"will be the story of you, Django."
1834,"And what's the golden rule, Frankie?"
1835,You don't root abos.
1836,"Hey, white boy."
1837,"I said, hey, white boy."
1838,"Shut up, black."
1839,You ain't got nothing to say I want to hear.
1840,"How'd you like to make $11,000?"
1841,"Do what, now?"
1842,"I said how'd you like to make $11,000?"
1843,"$11,500, actually."
1844,What the fuck are you talking about?
1845,"Back there at that plantation, Candyland, there was an $11,500 fortune, just sitting there."
1846,And you all rode right past it.
1847,"You be damned blackie, we're not bandits."
1848,I ain't saying that.
1849,"Nice thing about this fortune, is it ain't illegal."
1850,You can't steal it.
1851,"You got to earn it, white boy."
1852,"You got something to say, mate, you say it."
1853,"The $11,500 fortune waiting for you back at Candyland is in the form of a Wanted Dead or Alive bounty on Smitty Bacall and the Bacall Gang."
1854,Who the fuck is Smitty Bacall?
1855,"Smitty Bacall is the leader of this murderous gang of stagecoach robbers, the Bacall Gang."
1856,"There's a seven thousand dollars Wanted Dead or Alive bounty on him, One thousand five hundred dollars for each of his three accomplices."
1857,"Dandy Michaels, Gerald Nash, and Crazy Craig Koons."
1858,"Now all four of them gentlemen, they back there at Candyland, laughing their ass off."
1859,You know why?
1860,Because they just got away with murder.
1861,But it ain't got to be that way.
1862,"You and your mates, you all can ride back there and you all can go get that money."
1863,What'd these jokers do again?
1864,"These sons of bitches, they killed innocent people."
1865,Stagecoach robbery.
1866,Innocent white people.
1867,"I got the handbill right here in my pocket, if you let me get it."
1868,Get it out.
1869,Wanted. Dead or alive.
1870,Smitty Bacall and the Smitty Bacall Gang.
1871,But you're a slave.
1872,For murder...
1873,I ain't no goddamn slave.
1874,And stagecoach robbery.
1875,Do I sound like a fucking slave?
1876,"$7,000 for Smitty Bacall."
1877,That's a shitload.
1878,I'm a bounty hunter.
1879,"Yesterday, as a free man, I rode into Candyland on a horse, with my German white partner, Dr. King Schultz."
1880,"We tracked the Bacall Gang all the way from Texas, to Chickasaw County."
1881,We finally found their ass laying low in Candyland.
1882,"We went in there to get them, things went sour, my partner got killed, Calvin Candie got shot, then everybody there decided to blame me, so here I am."
1883,But you all know I ain't on that manifest.
1884,And all you all know I ain't supposed to be on this trip.
1885,"But them four men is still back there, they're still wanted, and that 11,500 is up for grabs, and the last thing they'd expect is you all riding back in there and getting it."
1886,What's the deal?
1887,You tell us who they are and we...
1888,turn you loose?
1889,"No, no, no, no."
1890,I ain't gonna tell you who they are.
1891,"But, you give me a pistol, one of them horses, and $500 of that 11,500, and I'll point them out to you."
1892,This is a real handbill.
1893,Now just because it's a real handbill doesn't mean that other bunch of malarkey is.
1894,"Now why, would a slave have a Wanted Dead or Alive handbill in his pocket?"
1895,Did that black ride into Candyland yesterday?
1896,"Alright, I'm gonna ask you again."
1897,"I want you to remember, I don't like liars."
1898,"Is he a Candyland slave, or did he ride in with a white man on a horse yesterday?"
1899,Yeah.
1900,"They walked us from the Greenville auction, and he rode in on a horse with a white man."
1901,"Now this white man, was the black his slave?"
1902,He weren't no slave.
1903,You fucking sure about that?
1904,Damn sure.
1905,What happened over in Candyland?
1906,Bunch a shooting.
1907,Massa got shot.
1908,Who shot him?
1909,The German.
1910,Why'd he do that?
1911,Nigger and the German was acting like they were slavers but they wasn't.
1912,"Well, what were they?"
1913,Bounty hunters.
1914,"Fuck me, Roy."
1915,"I mean, this could be big, mate."
1916,"Well, smoke, you got a deal."
1917,I got one more condition.
1918,What's that?
1919,"When we get there, when time come..."
1920,you let me help you kill them.
1921,Hey...
1922,you're a funny bugger.
1923,Cut him loose.
1924,"Yeah, yeah."
1925,"You got yourself a deal, blackie."
1926,"You got yourself a deal, mate."
1927,Hey!
1928,You're alright for a black fella.
1929,"Oh, yeah."
1930,There we go.
1931,"There you go, mate."
1932,Yeah.
1933,We're gonna give you that packhorse over there.
1934,What them saddlebags got in them?
1935,Dynamite.
1936,No. I ain't riding no horse with no goddamn dynamite on its back.
1937,I can understand that.
1938,"Frankie, why don't you take them sticks off that horse and stick them in the nigger cage."
1939,A little dynamite for you black fellas to play with.
1940,"Now, Floyd, you got that rifle up on the wagon, don't you?"
1941,"Yeah, right."
1942,Why don't you give him your gun and gun belt?
1943,Right.
1944,"Now, don't drop the fucking thing, alright?"
1945,"I've just had the sights fixed, and they're perfect."
1946,"Oh, that's good to know."
1947,Throw me up that dynamite.
1948,Jake!
1949,Yeah?
1950,Get out there and see what's wrong with them goddamn dogs!
1951,"D'Artagnan, motherfuckers!"
1952,Hey!
1953,Auf Wiedersehen.
1954,"It's me, baby."
1955,    In the sweet         By and by         We will meet         on that beautiful shore         We will meet         By and by         By and by         By and by         We will meet         We will meet by and by     Cora?
1956,Would you prepare us some coffee?
1957,"Sheba, you help her."
1958,Come on.
1959,    In the sweet         By and by     You all gonna be together with Calvin in the by and by.
1960,Just a bit sooner than you all was expecting.
1961,Billy Crash.
1962,"Now, where were we?"
1963,That's right.
1964,"Last time I seen you, you had your hands on my..."
1965,Django!
1966,You black son of a bitch!
1967,"The D is silent, hillbilly."
1968,"Oh, no!"
1969,"Now, all you black folks, I suggest you get away from all these white folks."
1970,"Not you, Stephen."
1971,You right where you belong.
1972,"Cora, before you go, will you tell Miss Lara goodbye?"
1973,Do what now?
1974,"I said tell Miss Lara, goodbye."
1975,"Bye, Miss Lara."
1976,Y'all two run along now.
1977,"Stephen, how you like my..."
1978,new duds?
1979,"You know, before now I didn't know that burgundy was my color."
1980,"I count six shots, nigger."
1981,"I count two guns, nigger."
1982,"You said in 76 years on this plantation, you seen all manner a shit done to niggers."
1983,"But I notice, you didn't mention kneecapping."
1984,"Oh, God! Motherfucker! Damn it!"
1985,"Seventysix years, Stephen."
1986,How many niggers you think you see come and go?
1987,Seven thousand?
1988,Eight thousand?
1989,Nine thousand?
1990,"Nine thousand, nine hundred and ninetynine?"
1991,Every single word that came out of Calvin Candie's mouth was nothing but horseshit.
1992,But he was right about one thing.
1993,"I am that one nigger in 10,000."
1994,You son of a bitch!
1995,You motherfucker!
1996,"Oh, sweet Jesus, let me kill this nigger!"
1997,"You ain't gonna get away with this, Django!"
1998,They gonna catch your black ass.
1999,"You gonna be on the wanted posters now, nigger."
2000,The bounty hunters gonna be looking for you.
2001,"You can run, nigger, but they gonna find your ass!"
2002,"And when they do, oh, Lord, what they gonna do to your ass!"
2003,"They ain't gonna just kill you, nigger!"
2004,You done fucked up!
2005,"This Candyland, nigger!"
2006,You can't destroy Candyland!
2007,We been here!
2008,There's always gonna be a Candyland!
2009,Can't no nigger gunfighter kill all the white folks in the world!
2010,They gonna find your black ass!
2011,Django!
2012,You uppity son of a...
2013,"Hey, Little Trouble Maker."
2014,"Hey, Big Trouble Maker."
2015,You know what they are going to call you?
2016,The fastest gun in the South.
2017,Let's get outta here.
2018,By LESAIGNEUR Sync & corrections August 2020 Who was that nigger?
