number_of_dialog,start_time,end_time,dialog
790,"00:36:54,957","00:36:58,251",So what would Brian Boitano do if he were here today?
791,"00:36:58,335","00:37:01,921",I'm sure he'd kick and ass or two That's what Brian Boitano would do
792,"00:37:02,006","00:37:05,383",I want this V-Chip out of me
793,"00:37:05,468","00:37:08,511",It has stunted my vocabulary
794,"00:37:08,596","00:37:11,973",And I just want my mom to stop fighting everyone
795,"00:37:12,058","00:37:13,850","For Wendy I'll be an activist, too"
796,"00:37:13,934","00:37:15,518",'Cause that's what Brian Boitano would do
797,"00:37:15,603","00:37:18,772",What would Brian Boitano do? He'd call all the kids in town
798,"00:37:18,856","00:37:22,317",And tell them to unite for truth That's what Brian Boitano would do
799,"00:37:22,401","00:37:25,361",- Did someone say my name? - Who are you?
800,"00:37:25,446","00:37:27,614",- I'm Brian Dennehy. - What?
801,"00:37:27,698","00:37:30,617","- No, not fucking Brian Dennehy! - Yeah. Get the fuck out of here!"
802,"00:37:30,701","00:37:32,410",Oh! Bye.
803,"00:37:32,828","00:37:34,496",When Brian Boitano traveled through time
804,"00:37:34,580","00:37:36,081",To the year 3010
805,"00:37:36,165","00:37:39,501",He fought the evil robot king and saved the human race again
806,"00:37:39,585","00:37:41,336",And when Brian Boitano built the pyramids
807,"00:37:41,420","00:37:42,879",He beat up Kublai Khan
808,"00:37:42,963","00:37:47,801",'Cause Brian Boitano doesn't take shit from anybody
809,"00:37:47,885","00:37:51,346",So let's call all the kids together and unite to stop our moms
810,"00:37:51,430","00:37:53,264","And we'll save Terrance and Phillip, too"
811,"00:37:53,349","00:37:54,974",'Cause that's what Brian Boitano would do
812,"00:37:55,059","00:37:56,768","And we'll save Terrance and Phillip, too"
813,"00:37:56,852","00:38:00,021",'Cause that's what Brian Boitano would do
814,"00:38:00,106","00:38:02,023",'Cause that's what Brian Boitano would do
815,"00:38:07,404","00:38:09,072","Hey, relax, guy."
816,"00:38:09,156","00:38:11,241",Oh! There's nothing on.
817,"00:38:11,325","00:38:13,118","You just get cranky when you're tired, that's all."
818,"00:38:13,202","00:38:14,244",I'm not cranky.
819,"00:38:14,370","00:38:17,247",What started as a spat between the United States and Canada
820,"00:38:17,331","00:38:19,124",is quickly turning into World War lll!
821,"00:38:19,208","00:38:20,542",- World War lll? - Shh!
822,"00:38:20,626","00:38:22,168",Terrance and Phillip are going to be put to death
823,"00:38:22,253","00:38:23,461",for crimes against humanity.
824,"00:38:23,546","00:38:24,546",The time of execution...
825,"00:38:25,714","00:38:29,259",It has come to be. The four horsemen are drawing nigh!
826,"00:38:29,343","00:38:31,970",The time of prophecy is upon us!
827,"00:38:32,054","00:38:33,888","I love when you get all biblical, Satan."
828,"00:38:33,973","00:38:35,473",You know exactly how to turn my crank.
829,"00:38:35,558","00:38:38,685","No, I'm being serious. It is the seventh sign."
830,"00:38:39,186","00:38:40,728",- What? - Behold.
831,"00:38:40,813","00:38:43,648",The first signs of my reign have all come true.
832,"00:38:43,732","00:38:46,484","The fall of an empire, the coming of a comet,"
833,"00:38:46,569","00:38:51,322","and now, when the blood of these Canadians touches American soil,"
834,"00:38:51,407","00:38:53,825",it will be our time to rise.
835,"00:38:54,994","00:38:58,329","Yeah. Yeah, man! I'm getting so hot! Let's fuck!"
836,"00:38:58,414","00:38:59,956",Do you always think about sex?
837,"00:39:00,040","00:39:02,542",I'm talking about very important stuff here!
838,"00:39:02,626","00:39:05,628",I'm just excited about taking over the world! Come on!
839,"00:39:05,713","00:39:08,131",Is sex the only thing that matters to you?
840,"00:39:08,215","00:39:09,591",I love you.
841,"00:39:10,885","00:39:12,343",I want to believe that.
842,"00:39:12,428","00:39:16,222","So what do you say we shut off that light and get close, huh?"
843,"00:39:18,726","00:39:20,185",Oh! Ow!
844,"00:39:20,269","00:39:22,687","Yeah, you like that, don't you, bitch?"
845,"00:39:25,608","00:39:28,526",Okay. We can use my dad's computer to call all the kids together.
846,"00:39:28,611","00:39:31,446","Wait. Before we put a message out, do a search on the word ""clitoris."""
847,"00:39:31,530","00:39:32,864",Oh! Okay.
848,"00:39:34,116","00:39:36,117","Found eight million pages with the word ""clitoris."""
849,"00:39:36,202","00:39:37,202",Wow!
850,"00:39:37,286","00:39:40,830","I'll just try the first one. ""You must be 18 to enter this website."""
851,"00:39:40,915","00:39:44,083","Okay. ""Welcome to German sick fetish video."""
852,"00:39:44,168","00:39:46,586","""If you are under 18 do not..."" Okay."
853,"00:39:50,007","00:39:51,549","Dude, it's a lady getting pooed on!"
854,"00:39:51,634","00:39:54,052",- Whoa! Is it Cartman's mom? - Very funny.
855,"00:39:54,136","00:39:55,803",Hey! It is Cartman's mom!
856,"00:39:56,972","00:39:58,223",All righty then.
857,"00:39:58,307","00:39:59,724",Son of a bitch...
858,"00:40:01,143","00:40:02,727","Get out of here, Ike. You're too young for this stuff."
859,"00:40:02,811","00:40:03,811",Bullshit.
860,"00:40:03,896","00:40:04,896",What's she doing now?
861,"00:40:06,106","00:40:07,523",Okey-dokey.
862,"00:40:11,278","00:40:12,737","Click it off, dude! Click it off!"
863,"00:40:12,821","00:40:14,572","Dude, what the fuck is wrong with German people?"
864,"00:40:14,657","00:40:16,532",All right. All right. Let's just do what we came here to do
865,"00:40:16,617","00:40:17,784",and put a message out to kids!
866,"00:40:17,868","00:40:20,328",Okay. Let's see. I've gotta put out an all-access e-mail.
867,"00:40:20,412","00:40:21,788","Goddamn, your mom sucks, Cartman."
868,"00:40:21,872","00:40:23,039",Just get to the message board!
869,"00:40:23,123","00:40:26,626",I'm trying. I can't find a Canadian server. I've got to break into the mainframe.
870,"00:40:26,710","00:40:30,421","Damn it, they've got an access code! I'll try to reroute the encryptions."
871,"00:40:33,801","00:40:36,970","Okay. Here we go. ""Want to help Terrance and Phillip?"""
872,"00:40:41,058","00:40:43,518",- Tell them we'll have punch and pie. - We're not gonna have punch and pie!
873,"00:40:43,602","00:40:47,272",More people will come if they think we have punch and pie!
874,"00:40:49,024","00:40:52,318","""This is top secret. The password is..."""
875,"00:40:52,820","00:40:54,529",La Résistance.
876,"00:40:55,364","00:40:57,282",And so the draft will begin tomorrow
877,"00:40:57,366","00:41:00,410",as more and more troops are needed to invade the Canadian border.
878,"00:41:00,494","00:41:02,453","The Canadian government pleads for a peaceful resolution,"
879,"00:41:02,538","00:41:05,081",but naturally we're not listening.
880,"00:41:05,332","00:41:06,416","Good night, hon."
881,"00:41:06,500","00:41:08,793","Mom, when is the war gonna be over?"
882,"00:41:08,877","00:41:11,170","I don't know, hon. Soon, we hope."
883,"00:41:11,255","00:41:13,589","You want it to end quickly, huh?"
884,"00:41:15,467","00:41:17,427","- Mom? - Yes, hon?"
885,"00:41:17,511","00:41:21,472","If you were in a German Scheiße video, you'd tell me, right?"
886,"00:41:22,683","00:41:24,600","Sure, hon. Good night."
887,"00:41:34,653","00:41:35,653",There's a ghost!
888,"00:41:37,323","00:41:38,698","Kenny, is that you?"
889,"00:41:41,160","00:41:42,660",Satan! Satan is coming here?
890,"00:41:44,079","00:41:46,539","Saddam Hussein? That doesn't make sense, Kenny!"
891,"00:41:49,793","00:41:52,503","- Eric, what is it? - I saw him! I saw Kenny!"
892,"00:41:52,588","00:41:55,840",Oh! You poor dear. You've been through so much.
893,"00:41:55,924","00:41:58,134",I bet him he couldn't light a fart on fire and now he's all pissed off!
894,"00:41:59,303","00:42:00,845","I can't say ""pissed off""?"
895,"00:42:02,931","00:42:05,391",The execution of Terrance and Phillip is imminent.
896,"00:42:05,476","00:42:08,019","Soon, Saddam and I will rule the world."
897,"00:42:10,272","00:42:13,274","Hi, Satan. I got some new luggage for our trip up to Earth."
898,"00:42:13,359","00:42:14,442",Let's fuck to celebrate.
899,"00:42:14,526","00:42:17,695","What's it like up on Earth, Saddam? Tell me about it again."
900,"00:42:17,780","00:42:19,822",Let's not talk. Let's get busy.
901,"00:42:19,907","00:42:21,699",Do you remember when you first got here?
902,"00:42:21,784","00:42:24,869",We used to talk all night long until the sun came up.
903,"00:42:24,953","00:42:27,622",We would just lie in bed and talk.
904,"00:42:27,706","00:42:30,333","Well, yeah, 'cause I was still waiting to get you in bed, dummy!"
905,"00:42:30,417","00:42:32,877",How come you always wanna make love to me from behind?
906,"00:42:32,961","00:42:35,671",Is it because you want to pretend I'm somebody else?
907,"00:42:35,756","00:42:38,299","Satan, your ass is gigantic and red."
908,"00:42:38,384","00:42:41,427","Who am I gonna pretend you are, Liza Minnelli?"
909,"00:42:42,805","00:42:45,139",Ah! Don't get all pissy!
910,"00:42:52,272","00:42:55,024",Sometimes I think
911,"00:42:55,442","00:42:57,735",When I look up real high
912,"00:42:58,404","00:43:01,572",That there's such a big world up there
913,"00:43:01,657","00:43:04,117",I'd like to give it a try
914,"00:43:05,077","00:43:07,245",But then I sink
915,"00:43:07,329","00:43:10,248",'Cause it's here I'm supposed to stay
916,"00:43:10,332","00:43:13,084",But I get so lonely down here
917,"00:43:13,168","00:43:17,338",Tell me why's it have to be that way
918,"00:43:18,173","00:43:20,758","Up there, there is so much room"
919,"00:43:20,843","00:43:23,845",Where babies burp and flowers bloom
920,"00:43:23,929","00:43:27,056","Everyone dreams I can dream, too"
921,"00:43:27,141","00:43:31,936",Up there Up where the skies are ocean blue
922,"00:43:32,312","00:43:36,065",I could be safe and live without a care
923,"00:43:36,150","00:43:39,152",Up there
924,"00:43:39,570","00:43:42,280",They say I don't belong
925,"00:43:42,364","00:43:45,116",I must stay below alone
926,"00:43:45,617","00:43:50,663",Because of my beliefs I'm supposed to stay where evil is sown
927,"00:43:51,874","00:43:56,961",But what is evil anyway? Is there reason to the rhyme?
928,"00:43:57,337","00:43:59,422",Without evil there could be no good
929,"00:43:59,506","00:44:04,010",So it must be good to be evil sometimes
930,"00:44:05,053","00:44:07,763","Up there, there is so much room"
931,"00:44:07,848","00:44:10,933",Where babies burp and flowers bloom
932,"00:44:11,018","00:44:13,936","Everyone dreams I can dream, too"
933,"00:44:14,021","00:44:19,066",Up there Up where the skies are ocean blue
934,"00:44:19,151","00:44:23,613",I could be safe and live without a care
935,"00:44:23,697","00:44:25,865",Live without a care
936,"00:44:26,533","00:44:30,453",If only I could live up there
937,"00:44:31,455","00:44:34,040",I wanna live I wanna live
938,"00:44:38,754","00:44:42,924",I want to live up there!
939,"00:44:54,269","00:44:56,187","- You're late, Cartman! - I had to ride my bike here."
940,"00:44:56,271","00:44:58,439",- My behind is killing me! - Your behind?
941,"00:44:58,524","00:45:00,608","I have to say ""behind"" 'cause I get shocked if I say ""ass""..."
942,"00:45:01,777","00:45:05,363","- Did you bring the punch and pie? - No, you guys, something happened."
943,"00:45:05,447","00:45:07,698",- I don't think Kenny's dead. - What?
944,"00:45:07,783","00:45:08,824",I saw him in my room.
945,"00:45:08,909","00:45:11,202","I know, Cartman, I know. I see Kenny every day."
946,"00:45:11,286","00:45:13,871","- You do? - Sure, dude, on the face of every child."
947,"00:45:13,956","00:45:14,914",On the smile of every baby.
948,"00:45:16,124","00:45:18,000","Hey, I'm telling you, this was Kenny!"
949,"00:45:18,085","00:45:19,794","He said that if Terrance and Phillip die,"
950,"00:45:19,878","00:45:23,130",Saddam Hussein and Satan are gonna come up and rule the world!
951,"00:45:23,215","00:45:24,215",Saddam Hussein?
952,"00:45:29,805","00:45:30,846",Who is it?
953,"00:45:30,931","00:45:32,390",I'm here for la Résistance.
954,"00:45:32,474","00:45:35,017",- What's the password? - I don't know.
955,"00:45:35,102","00:45:37,645",- Guess. - Bacon.
956,"00:45:38,480","00:45:39,814",Okay.
957,"00:45:43,652","00:45:44,860","Oh, no, it's that kid!"
958,"00:45:44,945","00:45:47,238",- This is the place. - Wendy?
959,"00:45:47,322","00:45:49,323",Stan? You started la Résistance?
960,"00:45:50,492","00:45:52,618","Well, apparently you're more political than we thought."
961,"00:45:52,703","00:45:54,704",Let us get this meeting underway. There are others coming.
962,"00:45:58,250","00:46:00,585","Wow, a lot of people showed up."
963,"00:46:02,254","00:46:03,421",Okay.
964,"00:46:03,505","00:46:05,506","Terrance and Phillip are supposed to be killed,"
965,"00:46:05,591","00:46:07,717",and we think that sucks ass!
966,"00:46:09,636","00:46:10,636",Yes?
967,"00:46:10,721","00:46:13,264",We were to understand there'd be pie and punch.
968,"00:46:13,348","00:46:14,348",There isn't any.
969,"00:46:14,433","00:46:15,474",Oh!
970,"00:46:18,979","00:46:20,855","Terrance and Phillip are supposed to be killed,"
971,"00:46:20,939","00:46:23,190",so we think we should prank call a bunch of policemen
972,"00:46:23,275","00:46:25,651",and have pizza sent to them that they didn't order!
973,"00:46:30,616","00:46:32,116",- May I? - What?
974,"00:46:32,701","00:46:33,951",Terrance and Phillip are currently being held
975,"00:46:34,036","00:46:36,245",at a Canadian internment camp two kilometers outside of town.
976,"00:46:36,330","00:46:37,538",They're to be executed tomorrow during
977,"00:46:37,623","00:46:39,290",a star-studded USO show for the troops.
978,"00:46:39,374","00:46:40,416",Tomorrow?
979,"00:46:40,500","00:46:42,126","Once the show begins, we should have about one hour"
980,"00:46:42,210","00:46:43,628",to get Terrance and Phillip out of their cell
981,"00:46:43,712","00:46:44,754",and into this clearing.
982,"00:46:44,838","00:46:46,297","There, we will all rendezvous and, together,"
983,"00:46:46,381","00:46:48,132",take Terrance and Phillip safely back to Canada.
984,"00:46:48,216","00:46:50,051","Wow, dude, Wendy's new guy is smart."
985,"00:46:50,135","00:46:52,803",You must all meet me at the rendezvous point at precisely 10:00 p.m.
986,"00:46:52,888","00:46:54,764",Sneaking into the show and breaking out Terrance and Phillip
987,"00:46:54,848","00:46:58,142","will be the most dangerous part, so I'll go myself."
988,"00:46:58,393","00:46:59,352",No! We're going!
989,"00:47:00,562","00:47:01,646",We started la Résistance.
990,"00:47:01,730","00:47:03,981",We'll get Terrance and Phillip and meet you at the rendezvous point.
991,"00:47:04,066","00:47:06,776",This will be very dangerous. Are you quite sure?
992,"00:47:06,860","00:47:07,985",Fuck that!
993,"00:47:08,070","00:47:09,654","Cartman, do you want that V-Chip in you forever?"
994,"00:47:09,738","00:47:11,947",We're going. Now let's run through the plan.
995,"00:47:22,376","00:47:24,585","Oh, boy! Military action, Ned!"
996,"00:47:24,670","00:47:27,463",Let's kill us some goddamn Australians!
997,"00:47:27,547","00:47:29,590",I think we're fighting Canadians.
998,"00:47:29,675","00:47:31,842","Canadians, Australians, what's the difference?"
999,"00:47:31,927","00:47:36,389","Yeah. This uniform makes me feel like a tough, brute man, Mr. Hat."
1000,"00:47:36,473","00:47:38,474","It sure does, Mr. Garrison."
1001,"00:47:38,558","00:47:40,726","Oh, boy, I can't wait for our first shore leave"
1002,"00:47:40,811","00:47:43,896",so I can get me some fucking poontang.
1003,"00:47:43,980","00:47:44,980",Pay attention!
1004,"00:47:45,065","00:47:48,317",Tomorrow night is the USO show for all you troops!
1005,"00:47:48,402","00:47:51,862","There will be celebrities, followed by the execution of Terrance and Phillip."
1006,"00:47:53,615","00:47:57,910","After the show, we will finally be sending ground troops into Canada."
1007,"00:47:57,994","00:47:59,286",So let's strategize.
1008,"00:47:59,371","00:48:00,621",Map!
1009,"00:48:01,415","00:48:03,541",Our sources have told us that the Canadians
1010,"00:48:03,625","00:48:06,502","are preparing for our invasion, so we must use caution."
1011,"00:48:06,586","00:48:08,963",Each battalion has a specific code name and mission.
1012,"00:48:09,047","00:48:11,465","Battalion Five, raise your hands."
1013,"00:48:11,550","00:48:13,884","You will be the all-important first attack wave,"
1014,"00:48:13,969","00:48:16,721",which we will call Operation Human Shield.
1015,"00:48:16,805","00:48:17,888","Hey, wait a minute!"
1016,"00:48:17,973","00:48:21,100","Now keep in mind, Operation Human Shield will suffer heavy losses."
1017,"00:48:21,184","00:48:22,685",Battalion Fourteen?
1018,"00:48:23,186","00:48:26,063",Right. You are Operation Get Behind the Darkies.
1019,"00:48:26,148","00:48:27,898",You will follow Battalion Five here.
1020,"00:48:27,983","00:48:31,736","And try not to get killed, for God's sake. Are there any questions, men?"
1021,"00:48:31,820","00:48:32,820","Yes, soldier?"
1022,"00:48:32,904","00:48:35,531",Have you ever heard of the Emancipation Proclamation?
1023,"00:48:35,615","00:48:37,199",I don't listen to hip-hop.
1024,"00:48:37,284","00:48:40,077","After that, we will march into the heart of Canada and we will..."
1025,"00:48:41,455","00:48:43,289",I'm coming to get you! I'm coming to get you!
1026,"00:48:43,373","00:48:45,666",What's wrong with this thing?
1027,"00:48:46,084","00:48:49,420",It's fucking Windows 98! Get Bill Gates in here!
1028,"00:48:52,674","00:48:55,426",You told us Windows 98 would be faster and more efficient
1029,"00:48:55,510","00:48:56,927",with better access to the Internet.
1030,"00:48:57,012","00:48:59,597",It is faster. Over five million...
1031,"00:49:00,307","00:49:04,101","All right, men, get lots of rest and prepare to go into Canada!"
1032,"00:49:07,856","00:49:10,357","After you have Terrance and Phillip, quietly make your way to this ridge."
1033,"00:49:10,442","00:49:12,526","We will be waiting for you there. We cannot wait for long,"
1034,"00:49:12,611","00:49:14,445","so if you're not there at 10:00, we'll have to leave."
1035,"00:49:14,529","00:49:15,863","- Got you. - You are indeed brave,"
1036,"00:49:15,947","00:49:18,407",but you will need help from someone who's done this sort of thing before.
1037,"00:49:18,492","00:49:20,993",- Here's the address of The Mole. - The Mole?
1038,"00:49:21,077","00:49:23,454",He is an expert in covert operations. A mercenary for hire.
1039,"00:49:23,538","00:49:26,332",Your first task will be obtaining him. Get lots of sleep.
1040,"00:49:26,416","00:49:29,919","Tomorrow, we will all be risking our lives for freedom."
1041,"00:49:30,170","00:49:34,048",God has smiled upon you this day
1042,"00:49:34,841","00:49:39,553",The fate of a nation in your hands
1043,"00:49:39,638","00:49:42,306",And blessed be the children
1044,"00:49:42,390","00:49:45,142",Who fight with all our bravery
1045,"00:49:45,227","00:49:49,438",Till only the righteous stand
1046,"00:49:50,190","00:49:53,484",You see the distant flames They bellow in the night
1047,"00:49:53,568","00:49:56,862",You fight in all our names for what we know is right
1048,"00:49:56,947","00:50:00,074",And when you all get shot and cannot carry on
1049,"00:50:00,158","00:50:03,077","Though you die, la Rèsistance lives on"
1050,"00:50:03,578","00:50:06,789",You may get stabbed in the head with a dagger or a sword
1051,"00:50:06,873","00:50:09,959",You may be burned to death or skinned alive or worse
1052,"00:50:10,043","00:50:12,837",But when they torture you you will not feel the need to run
1053,"00:50:12,921","00:50:16,006",For though you die la Rèsistance lives on
1054,"00:50:16,091","00:50:19,051",Blame Canada! Blame Canada!
1055,"00:50:19,135","00:50:23,389",Because the country's gone awry Tomorrow night these freaks will fry!
1056,"00:50:23,932","00:50:26,892",Tomorrow night Our lives will change
1057,"00:50:26,977","00:50:29,812","Tomorrow night, we'll be entertained"
1058,"00:50:30,230","00:50:33,023",An execution What a sight
1059,"00:50:33,108","00:50:34,066",Tomorrow night
1060,"00:50:34,150","00:50:36,819","Up there, there is so much room Where babies burp and flowers bloom"
1061,"00:50:36,903","00:50:40,030","Tomorrow night, up there is doomed And so I will be going soon"
1062,"00:50:40,115","00:50:42,700","Shut your fucking face, uncle fucka"
1063,"00:50:42,784","00:50:46,161",You're a boner-biting bastard Uncle fucka
1064,"00:50:46,246","00:50:47,621",Looks like we may be out of luck
1065,"00:50:47,706","00:50:49,206","Tomorrow night, we're pretty fucked"
1066,"00:50:49,291","00:50:50,708",Why did our mothers start this war?
1067,"00:50:50,792","00:50:52,293",What the fuck are they fighting for?
1068,"00:50:52,377","00:50:54,295",When did this song become a marathon?
1069,"00:50:54,379","00:50:56,714",- I want to be up there... - When Canada is dead and gone
1070,"00:50:56,798","00:50:58,257",There'll be no more Celine Dion!
1071,"00:50:58,341","00:51:01,427",They might cut your dick in half and serve it to a pig
1072,"00:51:01,511","00:51:04,471",And though it hurts you'll laugh and dance a dickless jig
1073,"00:51:04,556","00:51:07,349","But that's the way it goes In war, you're shat upon"
1074,"00:51:07,434","00:51:09,310",- Though we die... - I want to be up there...
1075,"00:51:09,394","00:51:13,147",...la Rèsistance lives on!
1076,"00:51:13,481","00:51:16,567",Blame Canada! Blame Canada!
1077,"00:51:16,651","00:51:18,485",- Tomorrow night! - Tomorrow night!
1078,"00:51:23,825","00:51:25,409","Oh, boy, I'm so excited!"
1079,"00:51:25,493","00:51:27,703",Just one more day until we can take over the world.
1080,"00:51:27,787","00:51:30,289","I don't know if I can sleep, if you know what I mean."
1081,"00:51:30,373","00:51:31,790",This book is really interesting.
1082,"00:51:31,875","00:51:34,251",It talks about how people communicate differently.
1083,"00:51:34,336","00:51:37,588","Like, I communicate by wanting you to ask me questions, and you..."
1084,"00:51:37,672","00:51:39,256","Hey, that is interesting! Let's fuck!"
1085,"00:51:40,467","00:51:43,469","Saddam, I'm trying to have a nice conversation with you."
1086,"00:51:43,553","00:51:45,179","Hey, Satan."
1087,"00:51:45,263","00:51:47,848",Oh! Now that is just not appropriate!
1088,"00:51:47,933","00:51:50,893","Come on, I'm just fucking with you! It's not real!"
1089,"00:51:50,977","00:51:53,270","- Well, that is still not appropriate. - Hey, daddy."
1090,"00:51:54,481","00:51:57,483","It's not real, either! Come on, guy!"
1091,"00:52:00,862","00:52:02,404",Oh!
1092,"00:52:03,990","00:52:06,575",Soon the world will belong to me!
1093,"00:52:09,371","00:52:12,748","It's Saddam, he doesn't nurture my emotions."
1094,"00:52:12,832","00:52:16,001",He just wants sex and can't learn to communicate.
1095,"00:52:17,671","00:52:20,339","You're right, I should leave him! I'm just gonna tell him,"
1096,"00:52:20,423","00:52:23,133","""Saddam, I'm going to Earth to rule alone!"""
1097,"00:52:23,218","00:52:25,177",I'm strong and I don't need him!
1098,"00:52:30,141","00:52:32,476",Today's the day for the USO show
1099,"00:52:32,560","00:52:34,561",we're so happy we get to go
1100,"00:52:34,646","00:52:36,605",I don't know but I've been told
1101,"00:52:36,690","00:52:38,482",Canadian pussy is mighty cold...
1102,"00:52:38,566","00:52:40,818","Ike, you have to stay in the attic 'cause if they find you,"
1103,"00:52:40,902","00:52:44,113",they'll put you in a Canadian concentration camp.
1104,"00:52:44,406","00:52:46,490","Don't worry, Ike, we're gonna put an end to this."
1105,"00:52:46,574","00:52:50,661",And then I'll make Mom come home and we'll all be a family again.
1106,"00:52:53,915","00:52:55,666",All of that is home.
1107,"00:53:10,724","00:53:14,518",- Hello? - Hi. We need to speak with The Mole.
1108,"00:53:14,602","00:53:18,313","I'm sorry, The Mole is grounded. He can't come out and play."
1109,"00:53:18,398","00:53:19,481",- What? - He's a kid?
1110,"00:53:19,566","00:53:21,859",He said very naughty things about God.
1111,"00:53:21,943","00:53:24,611","Oh! Well, can we just talk to him for five seconds, please?"
1112,"00:53:24,696","00:53:27,031","Well, all right. Christophe?"
1113,"00:53:29,325","00:53:31,577","Hi, we're gonna go rescue Terrance and Phillip"
1114,"00:53:31,661","00:53:32,703",from the USO show and...
1115,"00:53:32,787","00:53:34,913",- Shh! Who are you? Who sent you? - That Gregory kid.
1116,"00:53:34,998","00:53:36,206",He said you could sneak us in.
1117,"00:53:36,291","00:53:38,834","Are you telling me that you intend to break into the USO show,"
1118,"00:53:38,918","00:53:42,254","filled with thousands of soldiers, and break out Terrance and Phillip?"
1119,"00:53:42,338","00:53:44,089","I thought it was a pretty stupid idea, too."
1120,"00:53:44,174","00:53:45,215",We're la Résistance!
1121,"00:53:45,300","00:53:47,843",We wanna save Terrance and Phillip and stop the war and stuff.
1122,"00:53:47,927","00:53:51,013",I can't help you. I'm grounded in my room for the next three days.
1123,"00:53:51,097","00:53:53,140",So are we. Our parents think we're home right now.
1124,"00:53:53,224","00:53:54,224",Why are you grounded?
1125,"00:53:54,309","00:53:56,560","Why? Because God hates me, that's why."
1126,"00:53:56,644","00:53:58,187",He has made my life miserable.
1127,"00:53:58,271","00:54:00,898",So I call him a cock-sucking asshole and I get grounded.
1128,"00:54:00,982","00:54:02,900",- So will you help us? - Very well.
1129,"00:54:02,984","00:54:04,902",Meet me in the backyard in five minutes.
1130,"00:54:06,154","00:54:08,072",We'll show God that we're not gonna fucking take any more...
1131,"00:54:08,156","00:54:09,615","What? Christophe, get in here!"
1132,"00:54:09,699","00:54:11,283","Coming, Mother."
1133,"00:54:12,452","00:54:14,953",I must be strong. I must be strong.
1134,"00:54:15,997","00:54:18,123","Saddam, I need to talk to you."
1135,"00:54:18,208","00:54:19,416","You better get packing, bitch."
1136,"00:54:19,501","00:54:21,376",We have to go. We're running out of time.
1137,"00:54:21,461","00:54:25,214","Saddam, sometimes you can love a person very much,"
1138,"00:54:25,298","00:54:27,132",but still know that they aren't right for you.
1139,"00:54:27,217","00:54:28,926",What the fuck are you talking about?
1140,"00:54:29,010","00:54:31,595","You treat me like shit, Saddam! I'm leaving you!"
1141,"00:54:31,679","00:54:33,806",I'm going up to Earth to rule alone!
1142,"00:54:33,890","00:54:36,391","No. No, you can't do that!"
1143,"00:54:36,476","00:54:40,354","- I'm sorry, but I have to be strong. - Satan, please, give me another chance!"
1144,"00:54:40,438","00:54:43,565",- I have to go to Earth! - You don't even have respect for me!
1145,"00:54:43,650","00:54:46,735","Sure I do, guy. Please, just hear me out."
1146,"00:54:49,989","00:54:53,200",Some people say that I'm a bad guy
1147,"00:54:53,284","00:54:56,203",They may be right They may be right
1148,"00:54:56,955","00:55:00,082",But it's not as if I don't try
1149,"00:55:00,166","00:55:03,168","I just fuck up, try as I might"
1150,"00:55:03,378","00:55:05,963","But I can change, I can change"
1151,"00:55:06,047","00:55:09,133",I can learn to keep my promises I swear it
1152,"00:55:09,217","00:55:13,846",I'll open up my heart and I will share it Any minute now I will be born again
1153,"00:55:15,014","00:55:17,266","Yes, I can change, I can change"
1154,"00:55:17,350","00:55:20,269",I know I've been a dirty little bastard
1155,"00:55:20,353","00:55:21,478","I like to kill, I like to maim"
1156,"00:55:21,563","00:55:24,022","Yes, I'm insane, but it's okay 'cause I can change"
1157,"00:55:25,400","00:55:29,486",It's not my fault that I'm so evil It's society
1158,"00:55:29,571","00:55:30,946",Society
1159,"00:55:31,030","00:55:33,949","You see, my parents were sometimes abusive"
1160,"00:55:34,033","00:55:36,535",And it made a prick of me
1161,"00:55:36,619","00:55:38,745","But I can change, I can change"
1162,"00:55:38,830","00:55:41,623",What if you remain a sandy little butthole?
1163,"00:55:41,708","00:55:45,085","Satan, don't be such a twit Mother Teresa won't have shit on me"
1164,"00:55:45,170","00:55:46,420",Just watch Just watch me change
1165,"00:55:46,504","00:55:48,338",Here I go I'm changing
1166,"00:56:11,738","00:56:13,697","You see, I've really matured."
1167,"00:56:13,781","00:56:15,824",- Oh! All right. - All right!
1168,"00:56:15,909","00:56:19,161",- Come on. We have to hurry. - I love you.
1169,"00:56:22,957","00:56:23,999",Ladies and gentlemen
1170,"00:56:24,083","00:56:25,417","of the American Army,"
1171,"00:56:25,501","00:56:27,461",welcome to the USO show!
1172,"00:56:28,630","00:56:31,924","Get ready for loads of entertainment and fabulous celebrities,"
1173,"00:56:32,008","00:56:35,886",followed immediately by the nasty execution of Terrance and Phillip!
1174,"00:56:40,892","00:56:43,060",This is the USO show where those military bitches
1175,"00:56:43,144","00:56:44,519",intend to kill Terrance and Phillip.
1176,"00:56:44,604","00:56:46,396","- Oh, my God! - God?"
1177,"00:56:46,481","00:56:48,190",He is the biggest bitch of them all.
1178,"00:56:48,274","00:56:52,027",We have to hurry. We rendezvous with the other kids at 10:00.
1179,"00:56:52,487","00:56:54,529","You realize that by doing this, we could be grounded for two,"
1180,"00:56:54,614","00:56:55,906",perhaps even three weeks.
1181,"00:56:55,990","00:56:58,367",- We're willing to take that risk. - Then let's go.
1182,"00:56:58,451","00:57:00,827","And now, here are your hosts for the evening,"
1183,"00:57:00,912","00:57:04,164",Sheila Broflovski and Big Gay Al!
1184,"00:57:06,834","00:57:09,711","Al, tonight is a very special night, do you know why?"
1185,"00:57:09,796","00:57:11,672",Ooh! They're having a sale at Merv's?
