,tweet,label
12485,Just watched the scene in zero dark thirty where they pop Osama's bitch ass,2
12486,Just when I'm feeling totally useless in the world (another) baby bird found in need of  Just call me  http:,0
12487,"Just yelled out ""Damn it reeks of weed in there.""(really did) after this stoner fag didn't tip me while a cop was walking by.
HAHA bitches.",1
12488,Justin Bieber fakes his permanent bitch face and it bugs the shit out of me.,1
12490,"K dude seriously I'm not retarded, so stop talking to me like I am or I'll start being retarded and make you change my drool cup",1
12491,K.Michelle shaped but it's FAKEShe pretty but she a manly bitch.And the little mermaid hair just looks foolish.,1
12492,K.Michelle talking bout can't raise no man well due bitch he already grown,1
12493,KFC biscuits trash now,0
12494,"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is",0
12495,Kae &amp; Chris coming for yall bitches as a couple,1
12496,Kaetlin is a bitch,1
12497,Kangaroo jac  : A Bitch wit dry weave  : Fuck I look like hoe http:,1
12498,Kanye new video so bitch made mane. Bruh how you gone throw shots a Barrack den come up wit Dat shit,1
12499,Kanye west is a faggot,2
12500,Kanyeeeeeee is just a yard ape acting idiotjust stupid...,0
12501,"Kanyes verse on ""I won"" is making hoes feel like trophies for real.",1
12503,Karlie jus put all these bitches on niggas better start checkin they wheels after y'all drop y'all bitch off,1
12504,"Karma a bitch, but she can't figure me out with the shit im doing..",1
12505,Karma is a bitch,1
12506,Karma is a bitch and usually comes around and goes around right? Or do some people just always catch the lucky breaks?,1
12507,Karma is a bitch so baby you will get yours,1
12508,Karma is a bitch. The tables will turn even if the person want it to or not. You can't stop it either,1
12509,Karma is a bitch... http:,1
12510,Karma is a bitch? Well just make sure that bitch is beautiful..,1
12511,"Karma is the biggest bitch you'll ever meet, Keep pushing her buttons..........",1
12512,"Karma is the worst bitch, remember that",1
12513,Karma is theeeee biggest bitch,1
12514,Karma sure is a bitch. Lol,1
12515,Karma's a bitch huh,1
12516,Karmas a bitch,1
12517,Karmas a bitch I guess you should of loved the old me.,1
12518,Karmas a bitch and so are you. You'll be getting along just fine real soon.,2
12519,Katey an Voka made the hoes in the background popular....,1
12520,"Katy's grand exit tonight from Firehouse ;;;;

Hasta la bye bye bitches",1
12521,Kawasaki dating a faggot smh,1
12522,"Kayci and I greet each other by saying ""hey cunt"" like it makes me lol",1
12523,Keep dem POO hoes off ya TL b....,1
12524,"Keep doing your thing kid, people why soon realize your a lying faggot",1
12525,Keep it G I never fucked a squirter bitch,1
12526,"Keep it real, Keep it real, Keep it real, Keep it real. Nigga say he fucked my bitch and he couldn't wait to squeal",1
12527,Keep it realer than the next bitch no need for u to ever sweat the next bitch indeed,1
12528,Keep those away frm Charlie Day  : Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.,0
12529,Keep to myself this year bitches reckless,1
12530,Kenny lee gotta be da only light skin nicca dat eat Chitlins,1
12531,Kentucky Fried cater to da white folk. No colored menu,0
12532,Ketchup on tha beat hoe,1
12533,"Kevin hart 4""8 bitch",1
12534,Khloee's new backpack that we colored last night  http:,0
12535,"Khole Kardashian pregnant by French Montana
guess she put in work and popped that pussy lmao",1
12536,Kick dem fucc niccas out da spot,2
12537,Kick down your door and smack that bitch  : Make me wanna ride past ya house and sit.,1
12538,Kick that bitch right in the pussy.,1
12539,Kicking bitches out the house like Pam,1
12540,Kicking niccas Tf outcha mentions like http:,1
12541,Kids a bitch,1
12542,Kids don't put up with your Mother calling you a thot. She mad because hoe wasn't a cool thing to be called back in her sluttish day.,1
12543,"Kierstens a bitch. Squid hands, squid hands",1
12544,Kill her body with four-play. Her pussy should be so weak from teasing that its impossible to hold back a orgasm during heated sex,1
12545,Kill la kill was trash,0
12546,Kill't dat bitch : Shmoney Bitch    https:,1
12547,Killin these niccas n I hate all my ex hoes,1
12548,Killing it at home          http:,0
12549,Kim K is alright but honestly so many niggas been in that I'd rather not.. And Miley got unfollowed that bitch is just strange.,1
12550,Kim Kardashian look like a tranny with all that surgery,2
12551,Kinda  : U mad friend??  : Fat fucking funky nasty ass hoes,1
12552,Kinda just wanna cruise and see if I see that colorful ass bitch walking around. Best believe there will be one less clown on this earth,1
12553,Kinda want to spit my gum into some bitches hair.,1
12554,"King, TI vs tip and that troubleman albums all trash.",0
12555,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him.",2
12556,Kirk Hinrich going fucking dumb out that bitch,1
12557,"Kiss IMO this conductor, it's 4:30 AM have some courtesy you bitch.",1
12558,Kiss imik this bitch just added another 50 seconds to her story I think its a new record.,1
12559,Kissing that bitch but she sucking me,1
12560,Knock em down wit sum chunky,0
12561,Knockin a dent in dis big bitch FWM everywhere . http:,1
12562,"Know that karma's TOO REAL, hope you doin' cool.. But still stupid ass bitch, I ain't fuckin' with yoooou.",1
12563,Know that the bad bitch got ittt,1
12564,"Know why birds don't wear pants?
Cause their pecker's in the way",1
12565,Know why the ultimate warrior died? God LOVES fag  ? He was an anti-gay crusader so a little light jokes are necessary,2
12566,Know you didn't see it but I know you bitches heard it,1
12567,Know you don't like me cause you're bitch most likely does,1
12568,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,1
12569,Known to take a nigga bitch real quick,1
12570,Kobe Bryant is such a bitch. Grow up pussy.,1
12571,Kobe ain't no hoe.,1
12572,Kobe is fat &amp; Im white  : Some people just retarded lol  : Y'all really think Kobe Fat tho??? Give me a break,1
12573,"Kobe to Dwight: ""You a soft muthafucka, and you a bitch ass nigga"" lmaooo",1
12574,Krakin this bitch ipem at 12... WHO SIPPIN WIT ME... ELEMENTS http:,1
12575,Kratataaaaa swag bitch,1
12576,Kyles a bitch,1
12577,"L7 niggas will rock anything a bad bitch post post on these social sites.. ""I just want a nigga to sniff a fart off my ass crack like dope.""",1
12578,"LA MQUINA

Una vez en Japn 5 japoneses crearon una mquina que atrapaba ladrones. Primero la mquina la... http:",0
12579,"LA is the only place where you will see some of the baddest bitches in the world ...

At the bus stop",1
12580,LITERALLY : Fat hoes hold a nigga down,1
12581,LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says,0
12582,LMAO    : Yes &amp; no   Is it ok to beat a bitch up over some tweets or nah? http:,1
12583,"LMAO   post away about this ""bitch"" I've seen all the memes the word has to offer in regards to me i honestly don't care.",1
12584,LMAO  : You a bitch. And Rihanna always gonna be badder than Kamehameha.,1
12585,"LMAO did u really just call me a hoe? lol "":   yeah you hoe""",1
12586,LMAO what a comeback. :   says the twat with the sides of her head shaved like a damn asshole.,1
12587,LMAO. Twitter little bitch ass site . I need to start using this hoe more.,1
12588,LMAOO  : Tyga wife hoes and teenagers his life sucks,1
12589,LMAOO beans  : this bitch is so stupid smh http:,1
12590,"LMAOOO @ ""*gasp* that bitch""

Y'all do too much from behind a phone",1
12591,LMAOOOOOOO   *Record Scratches*  : Damn Twitter famous bitches out hea strippin?  http:,1
12592,LMFAO  I found my diary me complaining about you being a bitch  tbt I'm DEAD http:,1
12593,LMFAO  : shut up u slutty white hoe  : Didnt know the Pats got DESTROYED tonight LMFAOOOO,1
12594,"LMFAO, stupid bitch tells me at the door they already started, and to come back. UMMMM NAH",1
12595,LMFAOO somebody commented on my book saying I need Medical Attention bitch you the one reading it,1
12596,LMFAOOOOO BYE : American sports trash. Soccer and Hockey the best sports.,0
12597,LMFAOOOOOO GAY AS FUCK  :  get these two faggots off my TL http:,1
12598,LMaoooo. ..  Gucci really ass but for some hoes I'll bump a couple songs,1
12599,"LMaoooo. ...   No shade taken. It's Swahili for ho. And like, Densuaw. Lol.",1
12600,LMaoooo....  Jesus healed folks wit Leoparcy but yall hoes wanna get leopard print tattoos,1
12601,"LOL  I just remember that same bitch said she liked my hair then asked ""is it yours?"" Smfh   ...",1
12602,"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO.",0
12603,LOL there's a talking monkey live on the internet Will wonders never cease?,0
12604,LOL what bitches yea go get the bouncer we were eye ballin' your clearly pussy ass,1
12605,"LOLOLOL  : Freddy still have all the birds, doppz still a wet man, harry still on parry, and we salting",0
12606,LRG ass nigguh,2
12607,"LSU got a lot of thirsty, muching, nasty hoes. Football team stay running thru yall meal ticket wanting hoes lol",1
12609,"Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen Zijn zegje is wet en*kuch**kuch*. .water",0
12610,Ladies  if your head game better than your pussy,1
12611,Ladies love a real nicca,1
12612,Ladies remember other women (including your friends) are trifling you speak TOO great about your nigga other bitches WILL try him smh lol,1
12613,Ladies you are not a hoe if you fucked on the first night. Don't let these lonely bitches lie to you.,1
12614,"Ladies, do y'all shave/wax before visiting ur OBGYN or let it grow out @ because u don't wanna seem like a hoe?",1
12615,Ladies... LMaooo. .   if your pussy better than your personality.,1
12616,Lady next to me gon say her cooch is itching &amp; burning she thinks she got a uti. No bitch that's something else down there,1
12617,Lakers are a purple and yellow garbage can,0
12618,Lakers are trash right now.,2
12619,Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.,0
12620,Lamar Odom is such a little bitch. It's pathetic.,1
12621,"Lame mcs still let hoes in stilettos play them those hoes nothin
 
To us we aint pimps but they still cant press this average",1
12622,Lame niggas trash.,1
12623,"Lame niggaz wait in line, wait for bitches, wait to create, wait for someone else to do shit for them.",1
12624,Lashontae a bad bitch times 3,1
12625,Last night this bitch was talking bout she wanna smoke &amp; go to wingstop. &amp; I was the 1st person she thought about.. Who paying for all this?,1
12626,Last time I wore the shirt I'm wearing today I fought a bitch. ( on no ratchet bs) but she yanked the fuck outta this shirt.,1
12627,Last year I cuffed that bitch well now its ovaaaaaa,1
12628,"Lasted year i cuffed that bitch , Well now its over",1
12629,Late night phone convos with my hoomie that nigga a gook,2
12630,Late night studio sessions.....bitch I got that workbrickk.ent. ya bitch...ycg.night life http:,1
12631,Latina bitches only,1
12632,Laughin at all y'all bitches  http:,1
12633,"Laughing at my deck that they gave me, yellow and jesus stencils all over it",0
12634,Laughing at these hoes,1
12635,Lauren &amp; I ate candy we found on the floor during class we are trash,0
12636,Lawd Jesus lets pray for these hoes,1
12637,"Lawd, I got so many enemies,,, bitches I don't even know ..",1
12638,LeBron bout to cry lil bitch,1
12639,LeVar Burton called Shatner a bitch lol.,1
12640,"Lean wit it, Rock wit it az niccas. Lol",1
12641,Leap tall hoes in a single bound.,1
12642,Leave a nicca traumatized,1
12643,Leave it 2  2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it?,0
12644,Leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house,1
12645,Leave it up to Ronson to make my ass laugh when I'm heated.... Fucking bitch ...,1
12646,Leave it up to me it would've been in the trash.... All of it.,0
12647,Leave the bitchen to bitches,1
12648,Lebron Warm up jacket full then a bitch,1
12649,Lebron gone dunk that hoe like that with ease,1
12650,Lebron is such a pussy.. always has to get picked up for cramps and shit,1
12651,Left a nice little message in his inbox so he deleted the comment where he called me a bitch  these http:,1
12652,Left my calc final singing I'm a boss ass bitch if that's any indication on how that went....,1
12653,Left my last bitch along ain't no need for stressing,1
12654,Leg day made me it's bitch.,1
12655,Legion of jig,0
12656,Lemme find out that bitch nigga talking shit,2
12657,"Lesbians all be like ""yo-ho and scissor me timbers""",1
12658,Lesson:  is 4 heterosexuals. Wat else do we need besides Michael Sam for us fags to get a clue. Breeders have their thing we have ours,1
12659,Let a bitch be a bitch n a hoe be a hoe,1
12660,Let a bitch say I got a small dick on god I'll whip that shit out and show everyone in the room what I got. Blessed.,1
12661,"Let a bitch try and set me up , she gone be stuck between a rock nd dis mufuckin Glock MY BITCH BAD SHE TERRIBLE",1
12662,Let a niggah try me,1
12663,"Let a nigguh try me , fuck around fuck around fuck around meet his daddy",1
12664,"Let her be a hoe, why you stopping her?",1
12665,Let him fuck his side hoes in peace smh  : wish my boyfriend would respond to my texts :(,1
12666,Let me delete that for the little bitch Reports me to Mr.Olsen,1
12667,Let me find out Floyd Mayweather is being a bitter bitch today all on the social networks..,1
12668,Let me go on my block phase cause you hoes steady coming for me,1
12669,"Let me see them titties bitch, ice cream.",1
12670,Let me show you how that pussy work  : Brian McKnight should have more accolades. His music is everything. EVERYTHING.,1
12671,"Let me tell yall....I had a glass of something sweet....this bitch brought me a full glass, im thinking its the same thing and start gulping",1
12672,Let me text my hoes gm or sumpin,1
12673,"Let niggas hate, bitches loving it.",1
12674,Let the jig commence http:,0
12675,Let the niccas feel on her booty.. lmao : take her to the hood were they do most good,1
12676,Let them hoes be great : Y'all bitches be really reaching for the side-titty look,1
12677,Let these hoes be great,1
12678,Let these hoes be hoes. Thats all we know,1
12679,Let this white boy be ghetto,0
12680,Let those bitches keep loving sosa,1
12681,Let's Go LA  my niccas no matter what,1
12682,Let's be serious. Most fans/callers wanted to run heavily and dink and dunk. doesn't work great against a D you can't get extra yrds against,0
12683,"Let's cripple the vanity industry. How? Actually start liking who we are, and how we look.",0
12684,Let's go for the sweep,0
12685,Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.,0
12686,Let's not forget kim don't fight I kill hoes,1
12687,"Let's play ""What will the ghetto white girl with neck tattoos in front of me buy.""
If you answered Cigarillo's...you've seen this episode b4",0
12688,Let's run a train on this bitch,1
12689,"Let's see how this goes  lol I'm using my coupon haha kik, dm, text, or if ya down tweet that hoe lolololol http:",1
12690,Lethal bird flu cocktail sent out of lab accidentally went unreported  CDC http:,0
12691,Lets finish strong Yankees,0
12692,Lets go    http:,0
12693,Lets go hoes Its sing a long time You know the words.... trust an believe meeeeee,1
12694,Lets these hoes be hoes thats all we know,1
12695,Lex Steele I know y'all know him he been knocking hoes off for years and moaning in the process http:,1
12696,"Libertarians can be such pussies thought you believed in self defense, yet you want a peaceful revolution?",1
12697,Liberty and justice for all   Go get me a sandwich nigger or I'll kill you,2
12698,"Libs trash Saira Blair, an 18-year-old Republican who won a seat in the West Virginia legislature 
http:",0
12699,Life  : I'm not giving these hoes free meals so they can go lay up with the dude they can't get over. Nope.,1
12700,Life ain't nothin but bitches and money.,1
12701,Life ain't shit but bitches &amp; money,1
12702,Life aint nuthin but bitches and money,1
12703,Life aint shit but bitches an money i pass that weed like i studied,1
12704,Life aint shit but bitches and money,1
12705,Life be my bitch and that hoe move when I say so  http:,1
12706,Life comes at you fast  : Guys today I found out that I'm a side hoe,1
12707,Life is a bitch but I appreciate her,1
12708,Life is a bitch but every dog has its day,1
12709,"Life is a bitch, but every dog has its day",1
12710,Life is a bitch.... but I appreciate her mayne.,1
12711,Life is only unfair if you're a cunt,1
12712,Life is too fuckin short for free bird,1
12713,Life would be so much doper if you could order pussy like you do pizza,1
12714,Life's a bitch &amp; then you die,1
12715,Life's a bitch then you die- Tony,1
12716,"Lifes a bitch and then ya die, thats why we get high",1
12717,Light skin girls is the biggest hoes?,1
12718,Light skin niccas always wanna try to be Ike Turner Lol  :  only if u can take one back,1
12719,Light skin niggah,1
12720,Lighting my pretty ass up w them yellow stars lls,1
12721,Lightskins and Spanish girls be acting like breaking niggas hearts is a necessity. Stop being cruel bitch,1
12722,Lightskins be like  : Y'all got me fuck up I'm dicking down them young  bitches for there refund check I got to pay rent,1
12723,"Like  gives a SHIT about  or some other fuckin' NAZI FUCK   with a fuckin' . DON""T MAKE ME LAUGH;",1
12724,"Like , hoes ain't gone be satisfied until some more bodies come up missing in Hattiesburg .. Let me be the FIRST to tell you",1
12725,"Like Baathists before them,  &amp; Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi",0
12726,Like HELLO my feet were clearly on the back of the desk bitch,1
12727,Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.,1
12728,"Like I said... fuck a LeBron. His fan base, bandwagons, dick riders, &amp; loyal ass eaters. I don't like bitch niggas &amp; those that love one.",1
12729,Like Nike bitch just do it,1
12730,Like a skinny model boney bitch,1
12731,Like a woman to tell you what she wants you to do without sounding like a bossy demanding bitch.The art to that is sexy.,1
12732,Like bad kids bitch we reckless.,1
12733,Like bitch,1
12734,Like bitch that aint even attractive Smh,1
12735,Like bitch y u ain't do that in the first place?,1
12736,Like bitch you're a man. That means You don't show fear or pain. You be strong when others can't.,1
12737,"Like damn hoe I gave you a chance when you was average, Why you aint beauty make over when we was together.",1
12738,Like don't play with me bitch,1
12739,Like freaky bitch but I fucks with her,1
12740,"Like fucc I got into it wit my mama, ajay, the damn lunch lady, duddy, montea lowkey, &amp; some lit raggedy hoe  all in one day",1
12741,Like god damn you dirty bitch,1
12742,Like keke say real niggas got a heart too it just take a real bitch for him to show it,1
12743,"Like lex so fine she can have all my hoes, imma make my husband by her a Lamborghini",1
12744,"Like literally after I'm done texting someone when I don't text back I slide the bitch to the left , I'd win that money",1
12745,"Like my 3rd grade teacher used to say, ""you either eat pussy, or you are one. what's it gonna be?""",1
12746,Like my momma said don't waste yo time on plzing des fake ass bitches and bum ass dudes cause they ain't gone get u nowhere but pregnant and,1
12747,Like my twat,1
12748,Like out of no where you've become an inconsiderate bitch and I'm BEYOND done with your shitty attitude,1
12749,Like real shit dude da closest nicca I done seen to AI,1
12750,Like she got a death touch?  : This bitch standing in front of me looking like rogue from the xmen,1
12751,Like some nigga lie to bitches &amp; wonder why they go crazy ... That ain't me,1
12752,Like stop being a bitch for 3.2 seconds.,1
12753,Like that bitch Ernest or somebody,1
12754,"Like the hoes when they lay w/ me.. Puppy eyes when I go, Sayin stay wit me",1
12755,"Like the song French, ""got all the black bitches mad because my main bitch strawberry"" Lololol",1
12756,Like these nigguhs pussy there's no other thesis,1
12757,"Likka downtown bitch at a secondline  : Man yeah that's ball game Teddy Bridgewater gettin in , we hit 0-3",1
12758,Lil 16 y/o in trouble for beatin a bitch showing the judge zero respect. Lol brooklyn niggas and they temper,1
12759,Lil Kim really made herself trash smh,0
12760,Lil Wayne has fucked every bad bitch in the game,1
12761,Lil bitch,1
12762,Lil bitch ass,1
12763,Lil bitch but her ass move,1
12764,"Lil bitch coulda let me go, I was right by my house",1
12765,Lil bitch dumb,1
12766,Lil bitch with enough ass &amp;&amp; a future,1
12767,Lil cuz need to help a bitch out,1
12768,Lil dumb ass bitch I ain't fucking with you,1
12769,Lil hoe tweets on point,1
12770,Lil riri sittin pretty while u bitches layin petty,1
12771,Lil seaside hoes walkin to our side... For whaaat,1
12772,Lilly just tried to climb up a tree after a bird and completely failed oh my god,0
12773,Lima fears change but yet wants to bitch about how much it sucks,1
12774,"Listen to her "": She curving you on the low "": What it mean if a girl thinks u have the hoes but u don't???""",1
12775,"Listening to the Latina women talk about their baby daddy's and""beating bitches asses"" makes being in the sub at 9am worth it...a little bit",1
12776,Listing to my dumb ass mom &amp; just getting my eyebrows done at a new place the bitch fucced them up &amp; I have picture day tomorrow,1
12777,Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around,2
12778,Literally in the middle of the ghetto and these people look scary,0
12779,Literally just got shit on by a seagull..... You're gonna fuckin die bird,1
12780,Literally just got up and the first thing I did was chug a huge glass of water,0
12781,Literally was in the best mood and bitches literally killed my vibe,1
12782,Litterally can't wait for this weekend with my bad bitches,1
12783,Little bitch,1
12784,Little bitty bumble bee  http:,0
12785,Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK,2
12786,Little things can just kill a negros mood man,0
12787,Live birds found in Elmo doll at US-Mexico border (from ) http:,0
12788,Living with my bitches     http:,1
12789,"Living with my bitches, hashtag live http:",1
12790,Lmao  : : My nicca  :  wat fool??,1
12791,Lmao on the play  : getting pussy is so easy when they believe you're Omar Epps's brother or The Steelers Head Coach's son.,1
12792,"Lmao   ""I mean damn bitch you was almost ready 20 minutes ago"" http:",1
12793,Lmao I look like some 80s retard today http:,1
12794,Lmao Lebron's expression says it all  : This nigga is a fuckin faggot https:,2
12795,Lmao   The food ain't gon run from you FAT bitch,1
12796,Lmao  : Yeah that pussy yours Cee  : Come get some breakfast from Boom  : Breakfast PLZ,1
12797,Lmao   If u live wit ya girl and u do dishes u a faggot,2
12798,Lmao   So none of you bitches on my tl dirty???,1
12799,Lmao   The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds,0
12800,Lmao   Yo a cooned out nigger boy,1
12801,Lmao  :  : That's all it take ? Ima start lifting bitches up after the club too,1
12802,Lmao  : Lowkey Peyton Manning trash,0
12803,Lmao bitches is crazy...after reading the first sentence to yaself jus see how dumb you sound...  http:,1
12804,Lmao chill spook   You think you Better than niggas cause you in Miami you ber colored Faggot ?,1
12805,"Lmao drake is on some bullshit with Serena Williams, wallah she looks like a tranny",1
12806,Lmao he left that bitch,1
12807,Lmao if I catch u in tha field I'm blowin :  shut yo bitch ass up opp lol,1
12808,Lmao let these hoes be hoes ain't no Savin nem,2
12809,Lmao look at these hoes  : http:,1
12810,Lmao redskins turnin up,0
12811,Lmao shorty twitter name is pussy 2 chubby...lmfao im dead,1
12812,Lmao that the funniest way to disrespect a person by calling him a itty bitty bitch. Makes me feel low in life,1
12813,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",0
12814,Lmao they got the Titanfall jump in this bitch,1
12815,"Lmao this bitch high asf and she asked me ""Do I look high?""",1
12816,Lmao this bitch thinks she fancy with some michael kors,1
12817,Lmao this bitch.,1
12818,Lmao trifling ass bitch,1
12819,"Lmao wack ass rappers stay mad, make better music then little bitch.  :  get on the suck my dick list",1
12820,Lmao wallah you're nasty bitch,1
12821,Lmao   Lmao  :  you'll never be Vegas. You faggot punk bitch.,1
12822,Lmao   Is fish pussy wett?,1
12823,Lmao   Harden look like the last air bender out this bitch. http:,1
12824,Lmao You niggas regionally picky about hoes now. Just say anything on Twitter. Makes it's fun tho,2
12825,Lmao  : NOBODY cleans a house FASTER than a nigga expecting some pussy.,1
12826,Lmao. I still feel played bout this hoe.,1
12827,Lmao.... These hoes,1
12828,"Lmaoo : Bad bitch: Can I hit that?

""You matching or.....?""

Bad bitch: *bats eyelashes*

"".........are you matching or?""",1
12829,Lmaoo I should've seen that coming  :  fat bitches need love to Craig,1
12830,Lmaoo  : :   ur a bitch for not following back  http:,1
12831,Lmaoo  :  bruh make a song called uber and the hook can be that uber make that pussy wet,1
12832,Lmaoo  : Stfu..who are u to prefer what a woman wears on her feet bitch  : I hate bitches that wear wedges,1
12833,Lmaoo man this bitch thinks she's so intelligent.,1
12834,Lmaoo shut up hoe,1
12835,Lmaoo tony spanked it maaad times to that bitch voice,1
12836,Lmaoo u a downgrade has been jayin ass bitch,1
12837,Lmaoo we was sayin this same statement last year   Boozer is trash bro I'm done,0
12838,Lmaooo   She a tranny if she can open a jar of pickles by herself,2
12839,Lmaooo naw man   Yo want in  : U serious bro?? lol   2-3:10am early bird special,0
12840,"Lmaooo nigga said a ""Hol it down"" dyke was in the background",1
12841,Lmaooo wait so why everybody talm bout card crackers? I missed it,1
12842,Lmaoooo  : His sister probably got the pussy that night  :  http:,1
12843,"Lmaoooo deep  : That girl curved every nigga that tried to holla and nobody said ""fuck you then bitch""...",1
12844,Lmaoooo nah I'm down here turning up  : Yah not gonna believe this but  being a bitch in BG being a bitch,1
12845,"Lmaoooo "": A bird in the hand is worth two in the bush. http:""",0
12846,Lmaoooo  Remember when y'all bitches were Lotus Flower Bombs around this time last year,1
12847,Lmaooooo  : bitches be like relationship goals. Dumb ass nigga http:,1
12848,Lmaooooo im outta here   Bobby Shmurda looks like a negro league player http:,1
12849,Lmaoooooo : That bitch stripping at a murder scene : My view  http:,1
12850,Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?,0
12851,Lmaoooooo     Dre really is a big sloppy bitch. He's fat as shit.,1
12852,Lmaoooooo lil Dave you a hoe for that,1
12853,Lmaoooooooo  : You woke up a faggot didnt you  : My nigga ain't get carded since I was a sophomore b,1
12854,Lmaoooooooo  : Dumped the shyt outta me. Fuck wrong with her. I'm perfect like angel pussy,1
12855,Lmaoooooooo   D'Angelo prolly nice as shit at Madden now. Lmao. Fat bitch.,1
12856,Lmfao  : Fat hoes in tight clothes be lookin like a half opened can of biscuits,1
12857,Lmfao   Eating pussy  : Of what?   : I really want my braces off it's in the way,1
12858,Lmfao  : The New York  have won 27 World Series titles the most of all-time.,0
12859,"Lmfao  : I only twerk to ""Somewhere in America"" because when Hov says twerk, you twerk bitch",1
12860,Lmfao all bitches is hoes then,1
12861,Lmfao bitch got her shit rocked,1
12862,"Lmfao but "" we don't talk "" gtfoh  bitch I guessed it &amp; I was right",1
12863,Lmfao custy bitches be like ( ) come on in,1
12864,Lmfao hoe,1
12865,Lmfao niggas was going ham on the trash can in class.,1
12866,Lmfao no you didnt  :  got cute new avi and all but she too old for colored contacts,0
12867,Lmfao right.. : You knew you was sidechick. Stop hating hoe.,1
12868,Lmfao this is some straight up retarded shit up in here,1
12869,"Lmfao u sloth trinidad james with a relaxer lookin ass bitch"": i hate niggers, imma start talking to white boys.""",1
12870,Lmfao watching Brokeback Mountain with Taylor cuz we've both never seen it aha,1
12871,Lmfao.. oh i forgot.. texting it to u now  :  I told u to text me what I need to buy for the salad a bitch hungry,1
12872,"Lmfaooo nigga  : Nigga, yo lips look like a charcoal bitch pussy.",1
12873,Lmfaooo this bitch hits my car and calls the cops and says it was my fault  dumb bitch,1
12874,Lmfaooo: Two bad bitches giving me head at the same dam time......  LOL http:,1
12875,Lmfaoooo fizz baby mama snatched that bitch soul,1
12876,Lmfaooooo  : Can't trust a bitch that don't smile with her teeth.,1
12877,Lmfaoooooo  : I'm so glad my shorty ain't all over twitter and IG tryna be a famous Columbus hoe,1
12878,Lmfaoooooo  : LMFAOOOOOOOPOOOOOO  : here come yo bitch ass auntie http:,1
12879,Lmfaooooooooo bro  : Strippers on twitter talking about how much money they made tonight. Like bitch i will rob you,1
12880,Load this bitch up with Kool Aid,1
12881,Lock 5 fat bitches in 1 room for 5 days with just 5 Mcdoubles. Now that's hunger games,1
12882,Log off nigger  :  http:,0
12883,"Lol  "": The baddest bitches be porn stars n strippers""",1
12884,"Lol @ ""active""  : Idgaf about an active hoe as long as she's not fucking my man. need to learn how to mind your business.",1
12885,Lol @ me next time bitch,1
12886,Lol Father has bitches pouring arizona tea on themselves in this one video,1
12888,"Lol I followed the bitch just so I can unfollow her cause she talkin shit, shit away with her two",1
12889,Lol I love when ppl think ima fucking look away like a pussy when I catch them staring at me lmao LOOK AWAY HOE,1
12890,"Lol I make hoes madd hahhaha, . ;)",1
12891,Lol I never understood retards who use the atm and pay a $2 fee to get $20 and put it in gas so the don't pay the credit price -_-,1
12892,Lol I see what you did there  :  hell yeah bitches hate that shit,1
12893,Lol I told Kenzie's bf I was going to stop cussing and he lol'd in my face like bitch u don't even know me,1
12894,Lol I told my brother imma good christin girl he said nah u a wholesome hoe lmaoo so bogus who says shit like dat he mean af,1
12895,Lol It ain't nun wrong wit Tryn to be 1 of da realist niccas n da city tho,1
12896,Lol Jk I changed my number on them ho*s,1
12897,Lol Lebron a bitch.. Now that basketball is back say goodbye to sports center.. It's Lebron center now..,1
12898,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice,2
12899,"Lol  :  ""Just need to know what that pussy like so one time is fine with me""",1
12900,Lol  : Youuuuu got niggas but I don't got bitches,2
12901,Lol   Most chicks that go to Enon are hoes or reformed hoes,1
12902,"Lol Sam said ""Betty Boop"" is a hoe",1
12903,Lol actually bitch please choke on my nuts.,1
12904,Lol at bitches thinking Kanye is the perfect man because he opened the car door for his wife.. You bitches don't know wtf y'all need..,1
12905,"Lol at the random ""fist fight"" aka pussy shove match at DnD tonight.",1
12906,Lol at these honkies talking trash I'm done with this shit,1
12907,"Lol at this bitch ass boy telling me how to respond to ""peer pressure"" for values of ""peer pressure"" that equal being called a groupie",1
